time,EGF_level,HRG_level,IGF1_level,HGF_level,BTC_level,isBxPc3,isBT20,isA431,isADRr,isIGROV1,isACHN,isHCC827,Cellline,pEGFR_au,pErbB2_au,pErbB3_au,pIGF1R_au,tEGFR_au,tErbB2_au,tErbB3_au,tIGF1R_au,pERK_au,pAKT_au,pS6_au,pMEK_au,pS6K1_au,pGSK3_au,FACS_EGFR,FACS_ErbB2,FACS_ErbB3,FACS_IGF1R,FACS_Met
5,0,0,10,0,0,0,0,1,0,0,0,0,A431,2276.739408,770.4591259,590.0319223,8894.026704,17476.62714,1014.8018,169.2441728,218.7740014,0.674301768,12.5400123,9.17823214,7.325834776,NaN,NaN,,,,,
10,0,0,10,0,0,0,0,1,0,0,0,0,A431,8636.346335,622.0480045,608.0409824,12154.3127,15785.49494,1025.583711,141.0513863,318.0796742,0.345519684,11.14850905,15.01282431,7.155578445,NaN,NaN,,,,,
15,0,0,10,0,0,0,0,1,0,0,0,0,A431,2350.85051,293.5770975,439.1915515,10637.95414,20804.52898,923.2269158,136.9841945,274.983781,0.220290092,8.242697123,14.82528173,5.990664755,NaN,NaN,,,,,
30,0,0,10,0,0,0,0,1,0,0,0,0,A431,6267.039895,625.1645414,567.6527498,11837.24597,25088.88026,1282.044279,193.5555729,287.3111686,0.209967978,13.3899255,23.03852644,6.59344328,NaN,NaN,,,,,
60,0,0,10,0,0,0,0,1,0,0,0,0,A431,114395.3178,511.8900505,547.4248399,11280.47793,22139.23971,1347.548976,223.2190805,332.8398561,0.166361214,13.09150729,24.05144291,6.791535636,NaN,NaN,,,,,
120,0,0,10,0,0,0,0,1,0,0,0,0,A431,0,683.5441109,942.873277,7276.346266,15764.41921,448.9445578,123.6779744,216.5413674,0.190803308,11.73449449,17.83731566,6.977206614,NaN,NaN,,,,,
240,0,0,10,0,0,0,0,1,0,0,0,0,A431,2190.581681,942.3701645,531.6018395,9581.261165,14904.40774,405.9882697,161.4843437,246.5987435,0.213139767,10.02871557,17.5563832,6.648183759,NaN,NaN,,,,,
0,0,0,0,0,0,0,0,1,0,0,0,0,A431,7444.126939,724.1771751,479.0420154,NaN,17090.30899,1048.580544,166.9501928,276.8089989,0.108007498,5.254594449,10.0020439,6.713960143,NaN,NaN,144.625468,12.10035257,1.991787824,8.7181,2.4296
5,0,0,0,0,0,0,0,1,0,0,0,0,A431,15497.08113,715.4390588,503.7604404,406.3095012,15360.07828,970.0855364,146.5801887,231.0131915,0.284593967,5.816808876,7.456704787,5.563053954,NaN,NaN,,,,,
10,0,0,0,0,0,0,0,1,0,0,0,0,A431,2691.024609,603.231427,463.5726735,350.1627125,18147.59359,955.8871181,128.5630412,293.167051,0.428065759,5.191482202,11.50366297,5.680661026,NaN,NaN,,,,,
15,0,0,0,0,0,0,0,1,0,0,0,0,A431,3790.838688,511.8824891,424.3660344,270.8089606,18063.72965,1004.450073,134.4524966,318.232847,0.141596219,5.815881478,15.54093464,6.911739044,NaN,NaN,,,,,
30,0,0,0,0,0,0,0,1,0,0,0,0,A431,11731.39953,1626.957396,456.1227002,421.198808,17930.55048,2172.195527,182.3475796,357.4061484,0.180699964,6.356952687,12.32091518,5.679261696,NaN,NaN,,,,,
60,0,0,0,0,0,0,0,1,0,0,0,0,A431,3781.289636,788.9856151,519.1912639,403.8167345,27191.52279,1269.62873,221.8069868,340.3545304,0.175531306,5.558308122,14.69419731,5.792264739,NaN,NaN,,,,,
120,0,0,0,0,0,0,0,1,0,0,0,0,A431,3327.294985,605.0077353,366.707081,273.8896983,16114.56465,394.1228314,158.2877984,253.417197,0.13577582,6.124082922,16.98867362,6.168529707,NaN,NaN,,,,,
240,0,0,0,0,0,0,0,1,0,0,0,0,A431,2181.263408,1263.48982,702.7261817,481.4803345,17298.79096,372.3810843,149.5327168,201.9643896,0.155835154,6.471134295,13.45557961,6.623668257,NaN,NaN,,,,,
