time,EGF_level,HRG_level,IGF1_level,HGF_level,BTC_level,isBxPc3,isBT20,isA431,isADRr,isIGROV1,isACHN,isHCC827,Cellline,pEGFR_au,pErbB2_au,pErbB3_au,pIGF1R_au,tEGFR_au,tErbB2_au,tErbB3_au,tIGF1R_au,pERK_au,pAKT_au,pS6_au,pMEK_au,pS6K1_au,pGSK3_au,FACS_EGFR,FACS_ErbB2,FACS_ErbB3,FACS_IGF1R,FACS_Met
120,0,10,0,0,0,0,1,0,0,0,0,0,BT20,964.3755019,1037.673452,1075.758082,54.89731397,5310.717819,276.2614231,47.92389095,183.1777583,0.577137729,29.00511411,7.826859356,7.898556636,NaN,NaN,,,,,
240,0,10,0,0,0,0,1,0,0,0,0,0,BT20,237.0826124,934.4737552,956.2989148,15.45786811,5967.260032,310.1749215,47.33303784,193.5584702,0.318083686,18.42226562,6.023360991,8.310421454,NaN,NaN,,,,,
0,0,0,0.15625,0,0,0,1,0,0,0,0,0,BT20,277.8117189,75.87784495,99.71676949,0,4137.384005,750.2818692,39.78748289,117.6528143,0.136039939,11.44201853,4.745835595,8.491295102,NaN,NaN,,,,,
5,0,0,0.15625,0,0,0,1,0,0,0,0,0,BT20,456.488507,92.55858742,25.70735119,0,5226.478793,924.1404682,67.01930122,181.9760308,0.153415334,11.32779222,4.165568421,7.825737814,NaN,NaN,,,,,
10,0,0,0.15625,0,0,0,1,0,0,0,0,0,BT20,450.4004637,613.4984382,0,0,5042.728917,943.2201089,63.19786302,166.4169291,0.203264111,12.00441631,4.122179791,7.738040891,NaN,NaN,,,,,
15,0,0,0.15625,0,0,0,1,0,0,0,0,0,BT20,316.2383861,730.2122642,57.60167942,855.7766088,5052.833192,873.1260382,66.58388982,187.2372217,0.192524822,11.7269185,5.891416503,8.299218339,NaN,NaN,,,,,
30,0,0,0.15625,0,0,0,1,0,0,0,0,0,BT20,509.0368739,449.2890398,56.98665384,0,6532.754114,1133.947971,85.72570513,241.7551368,0.156052394,13.21190477,4.384386422,7.277319294,NaN,NaN,,,,,
60,0,0,0.15625,0,0,0,1,0,0,0,0,0,BT20,1548.860521,0,86.75607308,0,6112.619244,878.3692344,59.8961477,192.839735,0.120306036,11.40919311,4.816502047,7.584462476,NaN,NaN,,,,,
120,0,0,0.15625,0,0,0,1,0,0,0,0,0,BT20,410.2450598,112.6961647,0,16.35964473,4125.674325,299.2429205,57.04051735,165.5732916,0.138955313,10.62586843,4.39362763,7.7779456,NaN,NaN,,,,,
240,0,0,0.15625,0,0,0,1,0,0,0,0,0,BT20,203.5996705,391.6181442,87.21796059,175.84217,5146.751255,341.8613602,78.85302873,182.6433297,0.135799789,11.80519762,4.552211493,8.509980731,NaN,NaN,,,,,
0,0,0,0.625,0,0,0,1,0,0,0,0,0,BT20,423.5139004,0,19.2601615,0,5314.416002,917.9792281,57.58074711,151.1161319,0.145116182,11.71071887,4.949721711,7.709851041,NaN,NaN,,,,,
5,0,0,0.625,0,0,0,1,0,0,0,0,0,BT20,524.1446605,0,22.40476507,0,4789.897699,807.7874103,48.78000814,144.96052,0.215288294,13.24001755,4.232766248,7.635923162,NaN,NaN,,,,,
10,0,0,0.625,0,0,0,1,0,0,0,0,0,BT20,1616.791404,96.88371445,55.45254085,0,4914.285515,957.649901,64.73144065,170.4708417,0.19965506,11.08266055,4.026001802,8.162945537,NaN,NaN,,,,,
15,0,0,0.625,0,0,0,1,0,0,0,0,0,BT20,876.6713262,117.7235022,66.68691108,83.81440236,4771.005717,866.9607792,63.05373889,180.7146329,0.198903823,11.61008223,6.79927027,8.344353633,NaN,NaN,,,,,
30,0,0,0.625,0,0,0,1,0,0,0,0,0,BT20,817.6190915,103.7280755,110.5397106,62.58691559,6117.39234,1144.650283,85.60556244,235.0423702,0.176973252,12.67547561,4.309694657,7.416184013,NaN,NaN,,,,,
60,0,0,0.625,0,0,0,1,0,0,0,0,0,BT20,1305.940866,0,23.49075394,36.22559678,5581.820399,897.2749948,64.68498204,195.0133398,0.126676234,10.4540583,4.789122429,7.953361747,NaN,NaN,,,,,
120,0,0,0.625,0,0,0,1,0,0,0,0,0,BT20,1262.354711,163.829037,0,40.20246789,5014.5956,288.7783607,57.3011829,174.8755026,0.189851617,10.5090279,7.365964146,7.633930187,NaN,NaN,,,,,
240,0,0,0.625,0,0,0,1,0,0,0,0,0,BT20,321.7211361,528.8470708,215.2437647,26.9515813,5467.425382,361.18128,71.02781146,174.2015968,0.125149628,13.74806185,4.523607864,7.821342131,NaN,NaN,,,,,
0,0,0,2.5,0,0,0,1,0,0,0,0,0,BT20,243.3002619,25.56899135,7.4300946,72.60488391,5072.125793,976.2944874,65.41173356,157.6919127,0.147658098,12.52705005,4.838468527,7.86074923,NaN,NaN,,,,,
5,0,0,2.5,0,0,0,1,0,0,0,0,0,BT20,945.4697239,0,12.79415027,326.3375142,4822.219835,789.1134975,58.32413232,145.3319046,0.191574953,11.76413401,4.123405205,7.735164709,NaN,NaN,,,,,
10,0,0,2.5,0,0,0,1,0,0,0,0,0,BT20,752.3270952,260.7978873,176.6280003,670.4595579,5136.847293,966.5826752,78.96876369,193.3614149,0.180131502,12.70587295,4.265143187,7.137379119,NaN,NaN,,,,,
15,0,0,2.5,0,0,0,1,0,0,0,0,0,BT20,700.8248144,2426.300327,76.88762718,308.256899,5029.297206,812.2909531,67.1012477,172.3426223,0.171339955,11.53272851,4.938452181,7.645343136,NaN,NaN,,,,,
30,0,0,2.5,0,0,0,1,0,0,0,0,0,BT20,697.6523624,269.5043309,117.3209532,576.0556771,6133.926037,1135.604578,90.93325868,224.6916041,0.13951963,11.77774483,4.322809905,7.025537586,NaN,NaN,,,,,
60,0,0,2.5,0,0,0,1,0,0,0,0,0,BT20,1073.774341,0,0,961.635579,5492.946352,767.1280539,59.80721028,168.5353153,0.121994189,13.54821835,4.809601663,7.571890375,NaN,NaN,,,,,
120,0,0,2.5,0,0,0,1,0,0,0,0,0,BT20,1040.905317,282.839041,0,321.903951,4403.751489,241.3383381,59.09716984,158.2950307,0.153476955,13.15539357,4.464116298,7.93532728,NaN,NaN,,,,,
240,0,0,2.5,0,0,0,1,0,0,0,0,0,BT20,327.0746441,225.3324657,182.840043,39.05885456,5533.167472,366.7361528,72.70473412,172.5838812,0.147537107,11.72536944,4.650640546,8.20809291,NaN,NaN,,,,,
0,0,0,10,0,0,0,1,0,0,0,0,0,BT20,1221.828897,611.0247173,308.2018523,56.63882733,5436.692692,977.1796707,66.93663796,162.5916201,0.157096121,13.41904106,5.84456046,7.734236667,NaN,NaN,,,,,
5,0,0,10,0,0,0,1,0,0,0,0,0,BT20,1665.640749,30.79422217,71.8934837,2757.134023,4561.559097,744.4157952,52.53404449,112.1221214,0.215167311,13.78274432,4.113432891,8.172014669,NaN,NaN,,,,,
10,0,0,10,0,0,0,1,0,0,0,0,0,BT20,1792.131842,218.400831,253.3789719,3872.730691,4582.764749,921.2033415,70.49278335,172.3244316,0.218695005,13.37483809,4.247115435,8.374048948,NaN,NaN,,,,,
15,0,0,10,0,0,0,1,0,0,0,0,0,BT20,1506.697329,304.6853548,51.11881037,3618.576037,4996.191353,769.9150246,54.05992292,144.6690545,0.199225101,15.23199469,5.565821031,8.095330292,NaN,NaN,,,,,
30,0,0,10,0,0,0,1,0,0,0,0,0,BT20,941.2806197,292.0197894,115.9803073,4486.943397,6418.935617,1031.033382,76.15466182,195.9342795,0.163850637,17.13676942,4.61219009,6.994784522,NaN,NaN,,,,,
60,0,0,10,0,0,0,1,0,0,0,0,0,BT20,1315.601836,115.3888113,155.0341261,5258.672791,5265.240835,756.9248134,56.74597846,160.8723032,0.133940456,14.47649995,5.077948509,8.581058768,NaN,NaN,,,,,
120,0,0,10,0,0,0,1,0,0,0,0,0,BT20,966.0984594,282.9492096,196.0790086,3590.82539,4415.749429,283.667464,58.96867211,153.9194405,0.189881966,14.60279892,5.227657833,8.302561028,NaN,NaN,,,,,
240,0,0,10,0,0,0,1,0,0,0,0,0,BT20,286.194417,323.8463897,263.0640204,3043.028955,5334.493543,376.9730879,81.03456379,171.8234733,0.150449871,18.06565281,5.314461951,7.880047306,NaN,NaN,,,,,
0,0,0,0,0,0,0,1,0,0,0,0,0,BT20,668.8844837,663.591838,177.5347744,0,6262.103614,1123.510018,91.99539388,204.8653665,0.119151245,12.80163035,5.040190164,6.381200466,NaN,NaN,136.5875105,8.685556522,2.090921911,4.323092657,4.360385027
5,0,0,0,0,0,0,1,0,0,0,0,0,BT20,2087.206376,386.4410214,21.5886513,0,4957.416414,805.8886069,54.92295233,130.0534524,0.25653403,13.44214946,4.095639232,8.374335273,NaN,NaN,,,,,
10,0,0,0,0,0,0,1,0,0,0,0,0,BT20,1041.724956,176.6348579,252.1144114,0,5402.051153,916.4140519,71.70087596,187.7733662,7.636955342,11.27946828,4.789950935,5.062893721,NaN,NaN,,,,,
15,0,0,0,0,0,0,1,0,0,0,0,0,BT20,2507.23611,215.0298693,420.12199,0,4948.884215,842.7516692,87.03559206,176.5643686,0.139153986,12.66953932,6.500362179,8.040757109,NaN,NaN,,,,,
30,0,0,0,0,0,0,1,0,0,0,0,0,BT20,2303.766736,303.319791,474.1337884,158.1988157,5889.39052,1184.660226,85.27260231,235.5260623,0.179733328,13.10928594,4.116088598,7.754315092,NaN,NaN,,,,,
60,0,0,0,0,0,0,1,0,0,0,0,0,BT20,1438.903277,197.3268235,122.1935191,0,6130.884006,849.1949458,67.88622642,205.8712306,0.559862956,11.34894721,4.941030984,5.844769773,NaN,NaN,,,,,
120,0,0,0,0,0,0,1,0,0,0,0,0,BT20,863.9502476,587.4806945,434.7093906,179.6341036,4528.746055,288.2681608,65.36509012,169.6635448,0.179594031,12.57599046,4.758516049,8.040300924,NaN,NaN,,,,,
240,0,0,0,0,0,0,1,0,0,0,0,0,BT20,287.4653075,510.885829,456.2909388,358.9789838,5234.737942,294.0612112,84.53371207,182.1656671,0.181567193,11.18839804,4.705817903,7.994564902,NaN,NaN,,,,,
