#t G_p G_t I_l I_p Q_sto1 Q_sto2 Q_gut I_1 I_d X I_po Y aa cc EGP V_mmax U_idm E S I G HE m_3 Q_sto Ra k_empt U_id U S_po Compartment1 V_G k_1 k_2 G_b V_I m_1 m_2 m_4 m_5 m_6 HE_b I_b S_b S_b_minus k_max k_min k_abs k_gri f b d BW k_p1 k_p2 k_p3 k_p4 k_i U_ii V_m0 V_mX K_m0 p_2U part K alpha beta gamma k_e1 k_e2 D 
##CONCENTRATIONS
40 287.787465858552 187.568156922205 37.47917684744 10.47421294017 8370.4927463411877 43081.17623714162619 8447.1404293228952 56.57781387674 28.06563945605 99.00873386891 14.73980544155 3.6646429427 0.0001780627 0.0032051282 0.9321355903 5.7227283935 2.5980404824 0.000000 7.3699027208 209.484258803417 153.078439286464 0.4230549573 0.1393207948 51451.66898348281393 5.5556192824 0.0085493240 2.5980404824 3.5980404824 7.4214217586 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
41 289.345400669002 188.830541332772 37.58641107117 10.49660549808 7916.2183261835480 43168.25602972869092 8335.9951314618083 57.78269437459 28.29474076553 101.798765652025 14.79440556429 3.7997499400 0.0001780627 0.0032051282 0.9234277278 5.8276335885 2.6553587370 0.000000 7.3972027821 209.932109961565 153.907128015427 0.4222250354 0.1388477550 51084.47435591223621 5.4825198749 0.0084826688 2.6553587370 3.6553587370 7.4545645392 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
42 290.821807255094 190.037495327796 37.71462256644 10.52437609920 7486.6023343295601 43232.72643368678837 8229.0030939007429 58.98211769578 28.53149157798 104.514712770012 14.85430654854 3.9325955981 0.0001780627 0.0032051282 0.9144946359 5.9297532002 2.7112629909 0.000000 7.4271532743 210.487521984073 154.692450667603 0.4213145405 0.1383303509 50719.32876801634848 5.4121520348 0.0084243358 2.7112629909 3.7112629909 7.4896381827 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
43 292.219841355614 191.189486334483 37.86348725742 10.55768431629 7080.3021104779646 43275.76858497483772 8126.1114229882269 60.17694392027 28.77579846111 107.162274149848 14.91887616399 4.0630631985 0.0001780627 0.0032051282 0.9053696001 6.0293015080 2.7658248452 0.000000 7.4594380820 211.153686325703 155.436085827454 0.4203330823 0.1377744412 50356.07069545279955 5.3444809743 0.0083732460 2.7658248452 3.7658248452 7.5263183610 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
44 293.542509187578 192.287061439550 38.03234703724 10.59656056672 6696.0479385684121 43298.52745440571744 8027.2327740144065 61.36804052964 29.02757577764 109.747017358902 14.98750423629 4.1910504487 0.0001780627 0.0032051282 0.8960847869 6.1264878527 2.8191170439 0.000000 7.4937521181 211.931211334464 156.139632546584 0.4192899356 0.1371856502 49994.57539297413314 5.2794492475 0.0083284694 2.8191170439 3.8191170439 7.5642856716 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
45 294.792977737712 193.331061898156 38.22086887663 10.64105121033 6332.6504449361164 43302.12862605990813 7932.1828744339973 62.55643045185 29.28672937214 112.275244299959 15.05936169317 4.3164674577 0.0001780627 0.0032051282 0.8866856298 6.2215491857 2.8712299765 0.000000 7.5296808466 212.821024206600 156.804775392400 0.4181977023 0.1365714156 49634.77907099602453 5.2169356597 0.0082892056 2.8712299765 3.8712299765 7.6031870007 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
46 295.973982606015 194.322081690851 38.42812910406 10.69107152024 5988.9718013374832 43287.64863909647102 7840.8196549848326 63.74285813642 29.55319171767 114.751663805614 15.13390673885 4.4392358237 0.0001780627 0.0032051282 0.8772004746 6.3146625591 2.9222268831 0.000000 7.5669533694 213.821430404742 157.432969471285 0.4170646176 0.1359366402 49276.62044043395144 5.1568467731 0.0082547578 2.9222268831 3.9222268831 7.6427041818 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
47 297.088134613822 195.260955119481 38.65280948648 10.74637006951 5663.9440444756256 43256.11025247880752 7752.9788120694384 64.92823732334 29.82689134102 117.181706826660 15.21046659281 4.5592908238 0.0001780627 0.0032051282 0.8676660598 6.4060321767 2.9721875313 0.000000 7.6052332964 214.927401390200 158.025603517990 0.4159009078 0.1352872715 48920.05429695443308 5.0990745264 0.0082245204 2.9721875313 3.9721875313 7.6825582539 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
48 298.137884936530 196.148520708307 38.89359565034 10.80667160666 5356.5560388011027 43208.49578724076855 7668.4881355796924 66.11339664768 30.10776460535 119.570303547654 15.28837158093 4.6765772855 0.0001780627 0.0032051282 0.8581191965 6.4958434134 3.0211849611 0.000000 7.6441857905 216.133432133212 158.583981349218 0.4147167520 0.1346291443 48565.05182604186848 5.0435056584 0.0081979668 3.0211849611 4.0211849611 7.7224866371 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
49 299.125536782314 196.985568507809 39.14931200157 10.87172371284 5065.8484814468156 43145.75073627279198 7587.1709576134344 67.29902022248 30.39575750537 121.921613979059 15.36698983152 4.7910478478 0.0001780627 0.0032051282 0.8485945836 6.5842526856 3.0692800416 0.000000 7.6834949158 217.434474256742 159.109328075699 0.4135217546 0.1339676859 48211.59921771960944 4.9900239760 0.0081746381 3.0692800416 4.0692800416 7.7622354733 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
50 300.053169120669 197.773001766159 39.41781421138 10.94100821051 4790.9195367562925 43068.75780777970795 7508.8689457880446 68.48589118801 30.69081902373 124.240123214922 15.44585815729 4.9026673987 0.0001780627 0.0032051282 0.8391169395 6.6714286329 3.1165417415 0.000000 7.7229290786 218.820164210238 159.602749532271 0.4123229560 0.1333068263 47859.67734453600133 4.9385253451 0.0081541333 3.1165417415 4.1165417415 7.8015944690 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
51 300.922717684478 198.511663047865 39.69753889308 11.01414268563 4530.9107624867383 42978.35928129468812 7433.4310729052977 69.67460359659 30.99290537406 126.529409970991 15.52441175872 5.0114054980 0.0001780627 0.0032051282 0.8297174978 6.7575058149 3.1630239498 0.000000 7.7622058794 220.282853712675 160.065275364084 0.4111289413 0.1326512785 47509.27004378142738 4.8889104364 0.0081361024 3.1630239498 4.1630239498 7.8403773760 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
52 301.735994608726 199.202421639357 39.98668626025 11.09064649142 4285.0130392616065 42875.36251371746039 7360.6998948019009 70.86572149654 31.30197741501 128.792827222323 15.60220702729 5.1172398417 0.0001780627 0.0032051282 0.8204202203 6.8426103036 3.2087779192 0.000000 7.8011035136 221.812929828474 160.497869472726 0.4099464532 0.1320046740 47160.37555297906511 4.8410757000 0.0081202400 3.2087779192 4.2087779192 7.8784044346 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
53 302.494699977901 199.846144793642 40.28345145526 11.17000319869 4052.4619060278942 42760.54192231214984 7290.5145722728057 72.05973482068 31.61800076766 131.033323246930 15.67888777959 5.2201544713 0.0001780627 0.0032051282 0.8112438584 6.9268529541 3.2538487276 0.000000 7.8394438898 223.400063973838 160.901436158458 0.4087809058 0.1313698641 46813.00382834004267 4.7949153533 0.0081062798 3.2538487276 4.2538487276 7.9155018378 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
54 303.200339161404 200.443671743162 40.58599013844 11.25169763207 3832.5299352626516 42634.61307705583022 7222.7531949729055 73.25702776688 31.94094579608 133.253320915931 15.75414463582 5.3201380136 0.0001780627 0.0032051282 0.8022046371 7.0103248664 3.2982727647 0.000000 7.8770723179 225.033952641339 161.276776149683 0.4076370015 0.1307492711 46467.14301231848367 4.7503492167 0.0080939876 3.2982727647 4.2982727647 7.9515413726 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
55 303.854416837536 200.995880953723 40.89274180774 11.33526687164 3624.5360295485475 42498.29583452871157 7157.2381967783685 74.45793424974 32.27078380560 135.454990160802 15.82757967697 5.4171851216 0.0001780627 0.0032051282 0.7933242464 7.0931076300 3.3420829907 0.000000 7.9137898385 226.705337432882 161.624689807200 0.4065207889 0.1301460076 46122.83186407725589 4.7072605063 0.0080831604 3.3420829907 4.3420829907 7.9863666021 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
56 304.458269712660 201.503592452468 41.20212609328 11.42022607238 3427.8296357864338 42352.25406912159087 7093.8362510455045 75.66266299971 32.60749117370 137.639892413464 15.89896863993 5.5112931910 0.0001780627 0.0032051282 0.7846139511 7.1752599547 3.3853016838 0.000000 7.9494843200 228.404521447542 161.945888145032 0.4054356767 0.1295617237 45780.08370490802190 4.6655615343 0.0080736195 3.3853016838 4.3853016838 8.0198543841 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
57 305.013162165637 201.967639319691 41.51262840540 11.50612109680 3241.7976258239692 42197.12802306329831 7032.4045588179761 76.87136003946 32.95104514759 139.809293116657 15.96805447374 5.6024639070 0.0001780627 0.0032051282 0.7760871866 7.2568294212 3.4279464857 0.000000 7.9840272369 230.122421936076 162.241043705126 0.4043855720 0.1289983168 45438.92564888727065 4.6251583829 0.0080652086 3.4279464857 4.4279464857 8.0518879126 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
58 305.520262252759 202.388880350583 41.82260150967 11.59250822916 3065.8628275479300 42033.52380234698649 6972.8044850912056 78.08413212492 33.30142276791 141.964274761652 16.03453163670 5.6907033625 0.0001780627 0.0032051282 0.7677605892 7.3378567310 3.4700324622 0.000000 8.0172658184 231.850164583199 162.510777794021 0.4033751191 0.1284580565 45099.38662989491422 4.5859598729 0.0080577907 3.4700324622 4.4700324622 8.0823722007 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
59 305.980690555357 202.768124611351 42.13078615905 11.67901860424 2899.4749729515365 41862.02989263313066 6914.8958755036192 79.30095103509 33.65860306210 144.105317088023 16.09816583375 5.7760183643 0.0001780627 0.0032051282 0.7596464737 7.4183599225 3.5115639059 0.000000 8.0490829169 233.580372084767 162.755686465616 0.4024078793 0.1279426124 44761.50486558466946 4.5478738258 0.0080512460 3.5115639059 4.5115639059 8.1112054350 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
60 306.395447344920 203.106215462571 42.43558834059 11.76519016637 2742.1175779169271 41683.18245603144896 6858.5661179918652 80.52178432306 34.02256444004 146.232864176670 16.15876719452 5.8584206951 0.0001780627 0.0032051282 0.7517546680 7.4983556930 3.5525451172 0.000000 8.0793835973 235.303803327474 162.976301779213 0.4014867386 0.1274532834 44425.30003394837695 4.5108261776 0.0080454688 3.5525451172 4.5525451172 8.1383227783 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
61 306.765488092988 203.403983183110 42.73558458242 11.85063613492 2593.3001399177665 41497.49766824224207 6803.7019083029581 81.74651143754 34.39328431220 148.346994065000 16.21612564889 5.9379231058 0.0001780627 0.0032051282 0.7440963511 7.5778469768 3.5929740730 0.000000 8.1080628244 237.012722698376 163.173131964355 0.4006148901 0.1269915249 44090.79780816000857 4.4747424089 0.0080403669 3.5929740730 4.5929740730 8.1636637561 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
62 307.091710214261 203.662256613725 43.02942127400 11.93498459878 2452.5584332064004 41305.46320969966473 6750.1984498474039 82.97494996084 34.77073893432 150.447525401281 16.27005471792 6.0145401993 0.0001780627 0.0032051282 0.7366813766 7.6568269551 3.6328443989 0.000000 8.1350273590 238.699691975698 163.346654369288 0.3997951683 0.1265585979 43758.02164290606743 4.4395535959 0.0080358590 3.6328443989 4.6328443989 8.1871794473 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
63 307.374952450806 203.881865925984 43.31591271060 12.01781948493 2319.4558235822883 41107.53750470640080 6697.9592288530894 84.20686797640 35.15490444747 152.534045892495 16.32047318421 6.0882896964 0.0001780627 0.0032051282 0.7295132170 7.7352801256 3.6721458856 0.000000 8.1602365921 240.356389698553 163.497315133407 0.3990288076 0.1261549212 43426.99332828869228 4.4051962621 0.0080318740 3.6721458856 4.6721458856 8.2088277014 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
64 307.616004965579 204.063645627672 43.59378897442 12.09876425122 2193.5763576119994 40904.14748043804138 6646.9043876868645 85.44198230816 35.54575322521 154.605972085326 16.36726571139 6.1591894310 0.0001780627 0.0032051282 0.7225975896 7.8131845504 3.7108655764 0.000000 8.1836328557 241.975285024321 163.625534556159 0.3983175612 0.1257811958 43097.72383805004210 4.3716178857 0.0080283493 3.7108655764 4.7108655764 8.2285869104 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
65 307.815629648686 204.208421964248 43.86206341340 12.17752037289 2074.5305205351756 40695.71600903452781 6596.9350038861940 86.67994022790 35.94325754790 156.662404296434 16.41032739543 6.2272599072 0.0001780627 0.0032051282 0.7159396268 7.8905064015 3.7489850554 0.000000 8.2051636977 243.550407457772 163.731717898237 0.3976630236 0.1254380479 42770.24652956970385 4.3387534064 0.0080252303 3.7489850554 4.7489850554 8.2464235320 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
66 307.974552641372 204.317025140512 44.11981732314 12.25378495480 1961.9486109234724 40482.63751139686065 6547.9662720944398 87.92034581150 36.34738642710 158.702291251354 16.44959506427 6.2925223546 0.0001780627 0.0032051282 0.7095419866 7.9672061511 3.7864835052 0.000000 8.2247975321 245.075699095955 163.816251404985 0.3970661550 0.1251257830 42444.58612232033192 4.3065470482 0.0080224688 3.7864835052 4.7864835052 8.2623163058 1.0000000000 1.8800000000 0.0650000000 0.0790000000 95.00000000000 0.0500000000 0.1900000000 0.4840000000 0.1940000000 0.0304000000 0.6471000000 0.6000000000 25.00000000000 1.8000000000 -1.800000 0.0558000000 0.0080000000 0.0570000000 0.0558000000 0.9000000000 0.8200000000 0.0100000000 78.00000000000 2.7000000000 0.0021000000 0.0090000000 0.0618000000 0.0079000000 1.0000000000 2.5000000000 0.0470000000 225.590000000000 0.0331000000 0.2000000000 2.3000000000 0.0500000000 0.1100000000 0.5000000000 0.0005000000 339.000000000000 78000.00000000000000 
