#t E1 E2 KKK P_KKK KK P_KK PP_KK K P_K PP_K KPase KKPase E1_KKK E2_P_KKK P_KKK_KK P_KKK_P_KK PP_KK_K PP_KK_P_K KKPase_PP_KK KKPase_P_KK KPase_PP_K KPase_P_K K_PP_norm rel_K_PP_max KK_PP_norm KKK_P_norm r1a r1b r2a r2b r3a r3b r4a r4b r5a r5b r6a r6b r7a r7b r8a r8b r9a r9b r10a r10b compartment K_PP_norm_max 
##CONCENTRATIONS
88 0.0000297505 0.0002997448 0.0025157402 0.0002554277 0.0542904836 0.2138757472 0.8387744951 0.0010477467 0.0320711843 0.9816859122 0.0274023258 0.0000665361 0.000000249482 0.000000255213 0.0000462253 0.0001821021 0.0029293871 0.0896680955 0.0001860294 0.0000474346 0.0896682641 0.0029294101 0.8927951469 0.9919406020 0.7762983393 0.1612788426 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
89 0.0000297504 0.0002997455 0.0025165404 0.0002547392 0.0544774002 0.2142829684 0.8381805084 0.0010492070 0.0320931653 0.9816625308 0.0274023550 0.0000665452 0.000000249560 0.000000254525 0.0000462595 0.0001819569 0.0029313978 0.0896660541 0.0001859233 0.0000475314 0.0896662240 0.0029314210 0.8927739624 0.9919170649 0.7758032363 0.1610122224 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
90 0.0000297504 0.0002997461 0.0025172311 0.0002541089 0.0546721180 0.2146847863 0.8375840715 0.0010506757 0.0321152604 0.9816390258 0.0274023844 0.0000665548 0.000000249628 0.000000253896 0.0000463098 0.0001818466 0.0029334191 0.0896640034 0.0001858178 0.0000476274 0.0896641733 0.0029334423 0.8927526659 0.9918934034 0.7753060932 0.1607820982 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
91 0.0000297503 0.0002997467 0.0025178221 0.0002535335 0.0548723832 0.2150790693 0.8369895768 0.0010521450 0.0321373267 0.9816155481 0.0274024138 0.0000665647 0.000000249686 0.000000253321 0.0000463740 0.0001817674 0.0029354380 0.0896619560 0.0001857134 0.0000477219 0.0896621251 0.0029354611 0.8927313943 0.9918697697 0.7748105702 0.1605852081 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
92 0.0000297503 0.0002997472 0.0025183233 0.0002530093 0.0550759840 0.2154637810 0.8364012787 0.0010536047 0.0321592066 0.9815922657 0.0274024431 0.0000665747 0.000000249736 0.000000252798 0.0000464494 0.0001817155 0.0029374398 0.0896599263 0.0001856108 0.0000478145 0.0896600941 0.0029374628 0.8927102998 0.9918463326 0.7743202130 0.1604182660 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
93 0.0000297502 0.0002997477 0.0025187429 0.0002525335 0.0552809496 0.2158370901 0.8358229832 0.0010550403 0.0321807317 0.9815693596 0.0274024719 0.0000665848 0.000000249777 0.000000252323 0.0000465342 0.0001816873 0.0029394095 0.0896579308 0.0001855106 0.0000479046 0.0896580960 0.0029394321 0.8926895463 0.9918232744 0.7738381952 0.1602785031 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
94 0.0000297502 0.0002997481 0.0025190891 0.0002521024 0.0554858619 0.2161981317 0.8352569781 0.0010564466 0.0322018195 0.9815469176 0.0274025002 0.0000665949 0.000000249811 0.000000251892 0.0000466267 0.0001816800 0.0029413394 0.0896559770 0.0001854131 0.0000479920 0.0896561383 0.0029413615 0.8926692132 0.9918006833 0.7733664230 0.1601631820 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
95 0.0000297502 0.0002997485 0.0025193697 0.0002517132 0.0556891271 0.2165455972 0.8347061705 0.0010578172 0.0322223658 0.9815250504 0.0274025277 0.0000666049 0.000000249839 0.000000251503 0.0000467251 0.0001816907 0.0029432200 0.0896540743 0.0001853187 0.0000480764 0.0896542309 0.0029432414 0.8926494011 0.9917786710 0.7729073196 0.1600697524 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
96 0.0000297501 0.0002997488 0.0025195918 0.0002513637 0.0558889681 0.2168777421 0.8341740883 0.0010591467 0.0322422555 0.9815038794 0.0274025544 0.0000666148 0.000000249861 0.000000251154 0.0000468273 0.0001817162 0.0029450404 0.0896522324 0.0001852280 0.0000481572 0.0896523844 0.0029450612 0.8926302199 0.9917573597 0.7724638242 0.1599957812 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
97 0.0000297501 0.0002997492 0.0025197616 0.0002510502 0.0560848666 0.2171949892 0.8336608286 0.0010604324 0.0322614715 0.9814834238 0.0274025803 0.0000666244 0.000000249877 0.000000250841 0.0000469326 0.0001817548 0.0029467993 0.0896504534 0.0001851409 0.0000482347 0.0896506003 0.0029468194 0.8926116867 0.9917367685 0.7720360184 0.1599392480 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
98 0.0000297501 0.0002997494 0.0025198847 0.0002507697 0.0562763150 0.2174976755 0.8331665642 0.0010616730 0.0322800007 0.9814636976 0.0274026053 0.0000666339 0.000000249889 0.000000250561 0.0000470403 0.0001818049 0.0029484954 0.0896487385 0.0001850573 0.0000483088 0.0896488799 0.0029485148 0.8925938146 0.9917169116 0.7716240462 0.1598982893 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
99 0.0000297501 0.0002997497 0.0025199662 0.0002505190 0.0564629161 0.2177862323 0.8326912632 0.0010628672 0.0322978364 0.9814447088 0.0274026293 0.0000666431 0.000000249897 0.000000250311 0.0000471496 0.0001818650 0.0029501283 0.0896470887 0.0001849773 0.0000483796 0.0896472239 0.0029501468 0.8925766106 0.9916977971 0.7712278812 0.1598711852 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
100 0.0000297501 0.0002997499 0.0025200133 0.0002502989 0.0566421141 0.2180570889 0.8322410606 0.0010640017 0.0323147514 0.9814266985 0.0274026522 0.0000666519 0.000000249902 0.000000250091 0.0000472573 0.0001819305 0.0029516768 0.0896455238 0.0001849019 0.0000484462 0.0896456533 0.0029516945 0.8925602932 0.9916796677 0.7708526358 0.1598555477 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.9000490000 
##CONCENTRATIONS
#t E1 E2 KKK P_KKK KK P_KK PP_KK K P_K PP_K KPase KKPase E1_KKK E2_P_KKK P_KKK_KK P_KKK_P_KK PP_KK_K PP_KK_P_K KKPase_PP_KK KKPase_P_KK KPase_PP_K KPase_P_K K_PP_norm rel_K_PP_max KK_PP_norm KKK_P_norm r1a r1b r2a r2b r3a r3b r4a r4b r5a r5b r6a r6b r7a r7b r8a r8b r9a r9b r10a r10b compartment K_PP_norm_max 


