timepoint,well,indsyn,pptase,590,800,Indconc,Indconcnorm,IndconcNormRange,Bacnorm,ExpID,typeID
360,G10,synT5,sfp,0.002569997,0.002590001,-0.00124027,-0.325507407,0.003395752,0.005838728,6,T5
365,G10,synT5,sfp,0.00298,0.002600005,-0.000844984,-0.220911777,0.003648149,0.005861279,6,T5
370,G10,synT5,sfp,0.002470001,0.003360001,-0.002473048,-0.500308228,0.002608601,0.007574564,6,T5
375,G10,synT5,sfp,0.002869996,0.00305,-0.001616996,-0.360374145,0.003155206,0.006875719,6,T5
380,G10,synT5,sfp,0.002240001,0.003079999,-0.002291123,-0.505641163,0.002724764,0.006943345,6,T5
385,G10,synT5,sfp,0.003349996,0.003149998,-0.001284108,-0.277099467,0.003367761,0.007101148,6,T5
390,G10,synT5,sfp,0.003459998,0.003639998,-0.001894968,-0.353871166,0.002977716,0.008205772,6,T5
395,G10,synT5,sfp,0.003369998,0.003600001,-0.001926125,-0.363685805,0.002957821,0.008115604,6,T5
400,G10,synT5,sfp,0.003689998,0.003750002,-0.001826799,-0.331133967,0.003021243,0.008453756,6,T5
405,G10,synT5,sfp,0.003199999,0.003419998,-0.001831314,-0.363983366,0.00301836,0.007709818,6,T5
410,G10,synT5,sfp,0.00402,0.003559998,-0.001217274,-0.232425053,0.003410435,0.008025425,6,T5
415,G10,synT5,sfp,0.003909997,0.004060001,-0.002062853,-0.345371675,0.002870518,0.009152598,6,T5
420,G10,synT5,sfp,0.004080001,0.004169998,-0.002054672,-0.334927713,0.002875742,0.009400569,6,T5
425,G10,synT5,sfp,0.004059999,0.004449999,-0.002486596,-0.379830411,0.002599951,0.010031785,6,T5
430,G10,synT5,sfp,0.004419999,0.00466,-0.002435537,-0.355265719,0.002632553,0.010505196,6,T5
435,G10,synT5,sfp,0.004870001,0.004749999,-0.002117936,-0.303084618,0.002835346,0.010708085,6,T5
440,G10,synT5,sfp,0.004689999,0.004629999,-0.002121402,-0.311448668,0.002833134,0.010437565,6,T5
445,G10,synT5,sfp,0.005740001,0.00508,-0.001733415,-0.231944134,0.00308087,0.011452016,6,T5
450,G10,synT5,sfp,0.005259997,0.004949999,-0.00202217,-0.277687913,0.002896495,0.011158951,6,T5
455,G10,synT5,sfp,0.006080004,0.004820002,-0.001010918,-0.142565092,0.003542197,0.010865894,6,T5
460,G10,synT5,sfp,0.005669998,0.005189998,-0.001965241,-0.257390884,0.002932845,0.011699988,6,T5
465,G10,synT5,sfp,0.006609996,0.005789995,-0.001907927,-0.223989705,0.002969441,0.013052583,6,T5
470,G10,synT5,sfp,0.006040003,0.005730002,-0.002389661,-0.283482378,0.002661845,0.012917339,6,T5
475,G10,synT5,sfp,0.007079999,0.006229999,-0.002085233,-0.227515546,0.002856228,0.014044498,6,T5
480,G10,synT5,sfp,0.007559998,0.006329997,-0.001752346,-0.18817453,0.003068782,0.014269927,6,T5
485,G10,synT5,sfp,0.007710001,0.006879997,-0.002411472,-0.238253061,0.002647919,0.01550981,6,T5
490,G10,synT5,sfp,0.007870004,0.00695,-0.002354453,-0.23027661,0.002684326,0.015667621,6,T5
495,G10,synT5,sfp,0.008590002,0.00734,-0.002208203,-0.2044972,0.00277771,0.016546811,6,T5
500,G10,synT5,sfp,0.00904,0.007450002,-0.001920033,-0.175184925,0.002961711,0.016794792,6,T5
505,G10,synT5,sfp,0.009420001,0.008010001,-0.002363873,-0.200602366,0.002678311,0.018057218,6,T5
510,G10,synT5,sfp,0.010190003,0.008090004,-0.001711565,-0.143810043,0.003094822,0.01823757,6,T5
515,G10,synT5,sfp,0.010579999,0.008550004,-0.001998297,-0.158868647,0.002911738,0.019274564,6,T5
520,G10,synT5,sfp,0.01146,0.009219998,-0.002103955,-0.155113671,0.002844274,0.020784955,6,T5
525,G10,synT5,sfp,0.011429997,0.009089999,-0.00194271,-0.145274244,0.002947232,0.020491893,6,T5
530,G10,synT5,sfp,0.012270001,0.01007,-0.00254443,-0.171753453,0.002563023,0.022701143,6,T5
535,G10,synT5,sfp,0.012630001,0.010519999,-0.002846443,-0.183920991,0.002370182,0.02371559,6,T5
540,G10,synT5,sfp,0.01401,0.011240003,-0.002525674,-0.15274089,0.002574999,0.02533872,6,T5
545,G10,synT5,sfp,0.014089999,0.011590003,-0.002960577,-0.173635016,0.002297305,0.026127738,6,T5
550,G10,synT5,sfp,0.014810002,0.012339997,-0.003343924,-0.184198381,0.002052532,0.027818475,6,T5
555,G10,synT5,sfp,0.015639999,0.012649998,-0.002969983,-0.159590863,0.002291299,0.028517321,6,T5
560,G10,synT5,sfp,0.016989998,0.013109996,-0.002296708,-0.119082435,0.002721198,0.02955431,6,T5
565,G10,synT5,sfp,0.017239999,0.013970001,-0.003311898,-0.161148064,0.00207298,0.031493048,6,T5
570,G10,synT5,sfp,0.018200003,0.013980001,-0.002366606,-0.1150703,0.002676566,0.031515592,6,T5
575,G10,synT5,sfp,0.019499999,0.015099999,-0.002714289,-0.12218661,0.002454565,0.03404044,6,T5
580,G10,synT5,sfp,0.020590001,0.016110003,-0.003110149,-0.1312291,0.002201801,0.036317327,6,T5
585,G10,synT5,sfp,0.02154,0.016569997,-0.002836868,-0.116375398,0.002376296,0.037354306,6,T5
590,G10,synT5,sfp,0.022829998,0.017769996,-0.003312243,-0.126700804,0.00207276,0.040059506,6,T5
595,G10,synT5,sfp,0.0237,0.018740001,-0.003869259,-0.140346863,0.001717096,0.04224622,6,T5
600,G10,synT5,sfp,0.02529,0.019589999,-0.003529728,-0.122476116,0.001933892,0.044162399,6,T5
605,G10,synT5,sfp,0.026620004,0.020979999,-0.004244618,-0.137523721,0.001477423,0.047295925,6,T5
610,G10,synT5,sfp,0.028100001,0.021760003,-0.003912118,-0.122207416,0.001689729,0.049054313,6,T5
615,G10,synT5,sfp,0.029049998,0.022679999,-0.00431557,-0.129342035,0.001432118,0.051128293,6,T5
620,G10,synT5,sfp,0.031590001,0.023529999,-0.00302604,-0.087417285,0.002255506,0.053044476,6,T5
625,G10,synT5,sfp,0.033229999,0.024880002,-0.003372091,-0.092128383,0.002034546,0.056087833,6,T5
630,G10,synT5,sfp,0.034339996,0.026480001,-0.004615926,-0.118490986,0.001240336,0.059694766,6,T5
635,G10,synT5,sfp,0.03656,0.027659996,-0.004131866,-0.101540333,0.001549417,0.062354869,6,T5
640,G10,synT5,sfp,0.038069999,0.028910003,-0.004460808,-0.104884153,0.001339381,0.065172802,6,T5
645,G10,synT5,sfp,0.040890004,0.030509996,-0.003994626,-0.088997631,0.001637047,0.068779722,6,T5
650,G10,synT5,sfp,0.042930004,0.032179997,-0.004411439,-0.093183442,0.001370904,0.072544461,6,T5
655,G10,synT5,sfp,0.045389999,0.03392,-0.00451124,-0.09040337,0.001307179,0.076467008,6,T5
660,G10,synT5,sfp,0.046989995,0.035399999,-0.005088537,-0.097708913,0.000938565,0.07980342,6,T5
665,G10,synT5,sfp,0.050159996,0.037319997,-0.004743132,-0.086390919,0.001159113,0.084131737,6,T5
670,G10,synT5,sfp,0.052340001,0.038929998,-0.004931672,-0.086110146,0.001038726,0.087761218,6,T5
675,G10,synT5,sfp,0.055180002,0.040589996,-0.004533768,-0.075925002,0.001292795,0.091503406,6,T5
680,G10,synT5,sfp,0.057870003,0.042499998,-0.004653658,-0.074430352,0.001216243,0.09580919,6,T5
685,G10,synT5,sfp,0.060439993,0.044590008,-0.005158374,-0.07863571,0.000893973,0.100520769,6,T5
690,G10,synT5,sfp,0.064079999,0.046659996,-0.004563621,-0.066482815,0.001273733,0.105187213,6,T5
695,G10,synT5,sfp,0.066989995,0.048669996,-0.004610628,-0.064393682,0.001243719,0.109718426,6,T5
700,G10,synT5,sfp,0.070379996,0.051730002,-0.005722339,-0.075192687,0.000533871,0.116616701,6,T5
705,G10,synT5,sfp,0.072780005,0.053609995,-0.006088072,-0.07719311,0.000300344,0.120854833,6,T5
710,G10,synT5,sfp,0.077540007,0.056509999,-0.005594398,-0.06729341,0.000615564,0.127392411,6,T5
715,G10,synT5,sfp,0.081920007,0.058989999,-0.004862837,-0.056034546,0.001082678,0.13298316,6,T5
720,G10,synT5,sfp,0.085730001,0.062179993,-0.005745786,-0.062812098,0.0005189,0.140174471,6,T5
725,G10,synT5,sfp,0.089800007,0.064719998,-0.005412496,-0.056846486,0.000731711,0.145900491,6,T5
730,G10,synT5,sfp,0.093510001,0.067749994,-0.006160066,-0.061804571,0.000254375,0.152731114,6,T5
735,G10,synT5,sfp,0.097849999,0.070770006,-0.006262943,-0.060155281,0.000188686,0.159539229,6,T5
740,G10,synT5,sfp,0.102259997,0.073310002,-0.005589647,-0.051828148,0.000618597,0.165265228,6,T5
745,G10,synT5,sfp,0.105989996,0.075889999,-0.005655198,-0.050653307,0.000576742,0.171081403,6,T5
750,G10,synT5,sfp,0.110349999,0.079240001,-0.006223534,-0.053387193,0.00021385,0.178633427,6,T5
755,G10,synT5,sfp,0.114730001,0.081689999,-0.005447835,-0.045331442,0.000709147,0.184156541,6,T5
760,G10,synT5,sfp,0.118690006,0.084800003,-0.006063096,-0.048600766,0.000316292,0.191167527,6,T5
765,G10,synT5,sfp,0.123020007,0.088080002,-0.006558449,-0.050613733,0,0.198561741,6,T5
770,G10,synT5,sfp,0.127230003,0.090170006,-0.005423152,-0.040882197,0.000724907,0.203273308,6,T5
775,G10,synT5,sfp,0.130550001,0.092820007,-0.00600169,-0.043951781,0.000355501,0.209247295,6,T5
780,G10,synT5,sfp,0.135039996,0.09589,-0.006028101,-0.042731854,0.000338637,0.216168086,6,T5
785,G10,synT5,sfp,0.139400005,0.098689999,-0.005787295,-0.03986089,0.000492396,0.222480217,6,T5
790,G10,synT5,sfp,0.143250005,0.100850005,-0.005114978,-0.034475639,0.000921682,0.227349592,6,T5
795,G10,synT5,sfp,0.146799996,0.103609998,-0.005625336,-0.03690552,0.000595809,0.233571538,6,T5
800,G10,synT5,sfp,0.151840001,0.107239997,-0.005925586,-0.037559432,0.000404095,0.241754768,6,T5
805,G10,synT5,sfp,0.15508,0.109340002,-0.005775,-0.035901899,0.000500246,0.246488883,6,T5
810,G10,synT5,sfp,0.158769997,0.111980002,-0.005968826,-0.036232054,0.000376485,0.252440324,6,T5
815,G10,synT5,sfp,0.162279987,0.114399993,-0.006018993,-0.035763694,0.000344452,0.25789579,6,T5
820,G10,synT5,sfp,0.166140002,0.116849997,-0.005763289,-0.033526347,0.000507724,0.263418918,6,T5
825,G10,synT5,sfp,0.169170011,0.118969999,-0.005852111,-0.03343641,0.000451009,0.268198112,6,T5
830,G10,synT5,sfp,0.172370011,0.120980006,-0.005609123,-0.031515619,0.000606162,0.272729337,6,T5
835,G10,synT5,sfp,0.175800004,0.123690003,-0.006165929,-0.033885072,0.000250631,0.278838577,6,T5
840,G10,synT5,sfp,0.180110002,0.126359997,-0.005783879,-0.031113875,0.000494577,0.284857635,6,T5
845,G10,synT5,sfp,0.18417001,0.128550003,-0.004945687,-0.026151647,0.001029777,0.289794639,6,T5
850,G10,synT5,sfp,0.187650001,0.131180001,-0.005334805,-0.027643651,0.000781319,0.295723534,6,T5
855,G10,synT5,sfp,0.190520012,0.133409993,-0.005745435,-0.029273799,0.000519124,0.300750681,6,T5
860,G10,synT5,sfp,0.193759999,0.134539995,-0.004167845,-0.021057396,0.001526443,0.303298083,6,T5
865,G10,synT5,sfp,0.196439994,0.136910005,-0.004974478,-0.02469772,0.001011394,0.308640876,6,T5
870,G10,synT5,sfp,0.198990007,0.139280007,-0.005911082,-0.028848468,0.000413355,0.313983652,6,T5
875,G10,synT5,sfp,0.202049995,0.140960003,-0.005322613,-0.025666905,0.000789103,0.317770925,6,T5
880,G10,synT5,sfp,0.204239989,0.142589996,-0.005530574,-0.026364872,0.000656317,0.321445473,6,T5
885,G10,synT5,sfp,0.207410012,0.145200007,-0.006200255,-0.029026016,0.000228713,0.327329309,6,T5
890,G10,synT5,sfp,0.210530011,0.146219996,-0.004580809,-0.021295113,0.001262758,0.329628706,6,T5
895,G10,synT5,sfp,0.212989993,0.148099998,-0.004886582,-0.022428213,0.001067517,0.333866859,6,T5
900,G10,synT5,sfp,0.215650006,0.150089993,-0.005154141,-0.023342592,0.000896676,0.338352972,6,T5
905,G10,synT5,sfp,0.219149996,0.151979993,-0.004434615,-0.01983417,0.001356106,0.342613663,6,T5
910,G10,synT5,sfp,0.222190015,0.153870004,-0.004175076,-0.018443993,0.001521826,0.346874379,6,T5
915,G10,synT5,sfp,0.224399994,0.155590005,-0.004495467,-0.019639828,0.001317251,0.350751835,6,T5
920,G10,synT5,sfp,0.226509985,0.157789996,-0.005621981,-0.024218902,0.000597952,0.355711348,6,T5
925,G10,synT5,sfp,0.229910012,0.159740002,-0.005090697,-0.021662476,0.000937186,0.360107315,6,T5
930,G10,synT5,sfp,0.231969999,0.161759993,-0.006002409,-0.025223131,0.000355041,0.364661048,6,T5
935,G10,synT5,sfp,0.234950005,0.162729996,-0.004449418,-0.018585751,0.001346654,0.366847759,6,T5
940,G10,synT5,sfp,0.23693999,0.163860003,-0.004121837,-0.017098673,0.00155582,0.369395172,6,T5
945,G10,synT5,sfp,0.239220003,0.166229995,-0.005328426,-0.021788838,0.000785392,0.374737925,6,T5
950,G10,synT5,sfp,0.242139989,0.167960005,-0.004953537,-0.020047213,0.001024765,0.378637947,6,T5
955,G10,synT5,sfp,0.244919999,0.169519997,-0.004468501,-0.017917833,0.001334469,0.38215469,6,T5
960,G10,synT5,sfp,0.24734999,0.171209987,-0.004524729,-0.017964206,0.001298566,0.38596449,6,T5
965,G10,synT5,sfp,0.250059991,0.173290012,-0.004874748,-0.019121553,0.001075073,0.390653562,6,T5
970,G10,synT5,sfp,0.253309986,0.175940009,-0.005523283,-0.021339154,0.000660972,0.396627541,6,T5
975,G10,synT5,sfp,0.256199993,0.176909995,-0.004060266,-0.01560079,0.001595135,0.398814213,6,T5
980,G10,synT5,sfp,0.258490001,0.179489993,-0.005565809,-0.021078154,0.000633819,0.404630391,6,T5
985,G10,synT5,sfp,0.261629996,0.181570001,-0.005485808,-0.020537188,0.000684901,0.409319423,6,T5
990,G10,synT5,sfp,0.264039993,0.182380012,-0.004267454,-0.015905091,0.001462841,0.411145459,6,T5
995,G10,synT5,sfp,0.266650002,0.185050012,-0.005585403,-0.020516812,0.000621308,0.41716453,6,T5
1000,G10,synT5,sfp,0.268909998,0.185610012,-0.004149248,-0.015195412,0.001538318,0.418426957,6,T5
1005,G10,synT5,sfp,0.271759985,0.188520004,-0.00558028,-0.020120699,0.000624578,0.42498705,6,T5
1010,G10,synT5,sfp,0.275369991,0.190850014,-0.005398057,-0.019226038,0.000740931,0.430239672,6,T5
1015,G10,synT5,sfp,0.278969991,0.192690002,-0.004504946,-0.015891869,0.001311198,0.434387619,6,T5
1020,G10,synT5,sfp,0.280939996,0.194949996,-0.005859721,-0.020431406,0.00044615,0.439482401,6,T5
1025,G10,synT5,sfp,0.284020008,0.196550013,-0.005133565,-0.017753768,0.000909814,0.443089373,6,T5
1030,G10,synT5,sfp,0.287589996,0.199259988,-0.005550344,-0.018934086,0.000643693,0.449198562,6,T5
1035,G10,synT5,sfp,0.290520012,0.201049984,-0.005253671,-0.01776247,0.000833124,0.453233811,6,T5
1040,G10,synT5,sfp,0.293620014,0.202679998,-0.004551657,-0.015265222,0.001281373,0.456908407,6,T5
1045,G10,synT5,sfp,0.296580006,0.205829988,-0.006225757,-0.020560233,0.00021243,0.464009537,6,T5
1050,G10,synT5,sfp,0.300620013,0.207679998,-0.004907382,-0.016062004,0.001054236,0.468180077,6,T5
1055,G10,synT5,sfp,0.303420008,0.210700012,-0.006550266,-0.021131917,5.23E-06,0.474988196,6,T5
1060,G10,synT5,sfp,0.307050005,0.212860005,-0.006097932,-0.019473007,0.000294048,0.479857543,6,T5
1065,G10,synT5,sfp,0.310530008,0.215329987,-0.006251631,-0.019734827,0.000195909,0.485425706,6,T5
1070,G10,synT5,sfp,0.315190011,0.217510001,-0.004798745,-0.014996606,0.001123602,0.490340187,6,T5
1075,G10,synT5,sfp,0.317909994,0.220209989,-0.006050835,-0.018677675,0.000324121,0.49642686,6,T5
1080,G10,synT5,sfp,0.322190005,0.222550011,-0.005213336,-0.015923283,0.000858879,0.501702051,6,T5
1085,G10,synT5,sfp,0.325700014,0.22515999,-0.005542985,-0.016733892,0.000648392,0.507585816,6,T5
1090,G10,synT5,sfp,0.329580001,0.228170002,-0.006091163,-0.018146219,0.000298371,0.514371389,6,T5
1095,G10,synT5,sfp,0.331860009,0.228759991,-0.004679114,-0.013903626,0.001199989,0.515701421,6,T5
1100,G10,synT5,sfp,0.335040013,0.230980001,-0.004765066,-0.014022938,0.001145107,0.520706064,6,T5
1105,G10,synT5,sfp,0.33651001,0.23203001,-0.004839785,-0.014178373,0.001097398,0.523073136,6,T5
1110,G10,synT5,sfp,0.33855999,0.232869986,-0.004025531,-0.011750442,0.001617313,0.524966723,6,T5
1115,G10,synT5,sfp,0.340829992,0.235369987,-0.005433393,-0.015691504,0.000718368,0.530602559,6,T5
1120,G10,synT5,sfp,0.343299996,0.236020011,-0.003919669,-0.01128873,0.001684908,0.532067931,6,T5
1125,G10,synT5,sfp,0.345520013,0.237549992,-0.003950476,-0.011304175,0.001665238,0.535517018,6,T5
1130,G10,synT5,sfp,0.346870013,0.238559995,-0.004086336,-0.01164343,0.001578488,0.537793902,6,T5
1135,G10,synT5,sfp,0.349470004,0.240429987,-0.004237374,-0.011979886,0.001482048,0.542009489,6,T5
1140,G10,synT5,sfp,0.351260005,0.24167999,-0.00428631,-0.01205556,0.001450801,0.544827414,6,T5
1145,G10,synT5,sfp,0.353319986,0.24282001,-0.003903463,-0.010927229,0.001695256,0.547397398,6,T5
1150,G10,synT5,sfp,0.356529999,0.245170005,-0.004150633,-0.01150778,0.001537433,0.552695072,6,T5
1155,G10,synT5,sfp,0.358089992,0.245860005,-0.003605731,-0.009968961,0.001885363,0.554250563,6,T5
1160,G10,synT5,sfp,0.359969995,0.247549996,-0.004211949,-0.011565508,0.001498282,0.558060367,6,T5
1165,G10,synT5,sfp,0.362660007,0.248570012,-0.003022529,-0.008265446,0.002257748,0.560359825,6,T5
1170,G10,synT5,sfp,0.363629997,0.250040004,-0.004215111,-0.01145893,0.001496263,0.563673678,6,T5
1175,G10,synT5,sfp,0.365530007,0.250899998,-0.003580277,-0.009699748,0.001901616,0.565612391,6,T5
1180,G10,synT5,sfp,0.366719997,0.25169001,-0.003552509,-0.009594308,0.001919347,0.567393341,6,T5
1185,G10,synT5,sfp,0.369240013,0.252780005,-0.002636033,-0.007088472,0.002504532,0.569850553,6,T5
1190,G10,synT5,sfp,0.370480005,0.254939999,-0.004573705,-0.012194799,0.001267295,0.574719901,6,T5
1195,G10,synT5,sfp,0.372700009,0.255579986,-0.003295214,-0.008763979,0.002083633,0.576162646,6,T5
1200,G10,synT5,sfp,0.373730014,0.25645999,-0.003559824,-0.00943525,0.001914676,0.57814647,6,T5
1205,G10,synT5,sfp,0.376619992,0.258029997,-0.002979554,-0.007849203,0.002285188,0.581685789,6,T5
1210,G10,synT5,sfp,0.378619989,0.259220004,-0.00273023,-0.007159377,0.002444386,0.584368463,6,T5
1215,G10,synT5,sfp,0.380299993,0.261220009,-0.003992523,-0.010389281,0.001638389,0.588877142,6,T5
1220,G10,synT5,sfp,0.38236,0.262359994,-0.003609599,-0.00935203,0.001882893,0.591447049,6,T5
1225,G10,synT5,sfp,0.383920008,0.262770002,-0.002652773,-0.006862286,0.002493844,0.592371345,6,T5
1230,G10,synT5,sfp,0.385539985,0.263879991,-0.002665751,-0.006866852,0.002485557,0.594873631,6,T5
1235,G10,synT5,sfp,0.387639996,0.264949995,-0.002139871,-0.005489948,0.00282134,0.597285777,6,T5
1240,G10,synT5,sfp,0.389509986,0.266720009,-0.002873827,-0.007324021,0.002352697,0.601275979,6,T5
1245,G10,synT5,sfp,0.391259994,0.267069989,-0.001638691,-0.004170774,0.003141353,0.602064952,6,T5
1250,G10,synT5,sfp,0.391690005,0.268489987,-0.003297703,-0.008348876,0.002082044,0.605266102,6,T5
1255,G10,synT5,sfp,0.393769995,0.269859987,-0.003233181,-0.008143968,0.002123243,0.608354537,6,T5
1260,G10,synT5,sfp,0.394899989,0.270639988,-0.003250682,-0.008164453,0.002112068,0.610112921,6,T5
1265,G10,synT5,sfp,0.396359996,0.270529988,-0.001628849,-0.004092701,0.003147637,0.609864945,6,T5
1270,G10,synT5,sfp,0.397769999,0.272350009,-0.002896361,-0.007228859,0.002338309,0.613967879,6,T5
1275,G10,synT5,sfp,0.399460007,0.273920012,-0.003516054,-0.008725219,0.001942623,0.617507189,6,T5
1280,G10,synT5,sfp,0.400920005,0.274349993,-0.002688621,-0.006661457,0.002470954,0.618476511,6,T5
1285,G10,synT5,sfp,0.402149988,0.274990005,-0.002400189,-0.005932983,0.002655123,0.619919312,6,T5
1290,G10,synT5,sfp,0.403860004,0.275760003,-0.001822952,-0.004493538,0.003023699,0.621655145,6,T5
1295,G10,synT5,sfp,0.404530002,0.27715999,-0.003212538,-0.00787884,0.002136424,0.624811184,6,T5
1300,G10,synT5,sfp,0.406520005,0.278059989,-0.002546564,-0.006225304,0.00256166,0.62684008,6,T5
1305,G10,synT5,sfp,0.407380023,0.278369987,-0.002142598,-0.005231941,0.002819599,0.62753892,6,T5
1310,G10,synT5,sfp,0.408459978,0.27877999,-0.001665817,-0.004061723,0.003124032,0.628463204,6,T5
1315,G10,synT5,sfp,0.409429981,0.280380014,-0.003049682,-0.007393533,0.00224041,0.632070193,6,T5
1320,G10,synT5,sfp,0.410450012,0.280509989,-0.002220862,-0.005381678,0.002769627,0.632363199,6,T5
1325,G10,synT5,sfp,0.411970004,0.281799995,-0.002598656,-0.006268336,0.002528398,0.635271304,6,T5
1330,G10,synT5,sfp,0.412720019,0.282339996,-0.002643061,-0.006363254,0.002500045,0.636488647,6,T5
1335,G10,synT5,sfp,0.414120002,0.283130003,-0.002405292,-0.005774661,0.002651864,0.638269585,6,T5
1340,G10,synT5,sfp,0.415160016,0.283870003,-0.002453927,-0.005876065,0.002620811,0.639937794,6,T5
1345,G10,synT5,sfp,0.416759991,0.284440013,-0.001692519,-0.004044709,0.003106983,0.641222786,6,T5
1350,G10,synT5,sfp,0.417860021,0.285750013,-0.002519688,-0.005993838,0.002578821,0.644175963,6,T5
1355,G10,synT5,sfp,0.418679984,0.28633,-0.002552971,-0.00606071,0.002557569,0.645483449,6,T5
1360,G10,synT5,sfp,0.420150012,0.286849995,-0.001847931,-0.004379004,0.00300775,0.64665569,6,T5
1365,G10,synT5,sfp,0.420839992,0.287110012,-0.001540473,-0.003647122,0.003204067,0.647241856,6,T5
1370,G10,synT5,sfp,0.420879992,0.287900015,-0.002662682,-0.006286691,0.002487516,0.649022786,6,T5
1375,G10,synT5,sfp,0.422220008,0.289040016,-0.002999772,-0.00705464,0.002272278,0.651592728,6,T5
1380,G10,synT5,sfp,0.422930006,0.289449987,-0.002892902,-0.006793673,0.002340517,0.65251694,6,T5
1385,G10,synT5,sfp,0.424210016,0.290190005,-0.002701566,-0.006328164,0.002462688,0.654185189,6,T5
1390,G10,synT5,sfp,0.42457,0.290879992,-0.003356653,-0.007843991,0.002044404,0.65574065,6,T5
1395,G10,synT5,sfp,0.426639999,0.29180999,-0.002654814,-0.006184129,0.00249254,0.657837175,6,T5
1400,G10,synT5,sfp,0.427119999,0.291929989,-0.002351351,-0.00547499,0.002686307,0.658107693,6,T5
1405,G10,synT5,sfp,0.428330008,0.293159996,-0.002950861,-0.006842087,0.002303509,0.66088054,6,T5
1410,G10,synT5,sfp,0.429700005,0.293219996,-0.001669133,-0.003869384,0.003121915,0.661015801,6,T5
1415,G10,synT5,sfp,0.430619992,0.293719997,-0.001484721,-0.00343602,0.003239666,0.66214297,6,T5
1420,G10,synT5,sfp,0.430760025,0.29486999,-0.003036493,-0.006999809,0.002248832,0.664735437,6,T5
1425,G10,synT5,sfp,0.432289998,0.295219987,-0.002021416,-0.004654301,0.002896976,0.665524447,6,T5
1430,G10,synT5,sfp,0.432259984,0.295919997,-0.003081248,-0.007077776,0.002220255,0.667102505,6,T5
1435,G10,synT5,sfp,0.433649977,0.296480011,-0.002515116,-0.005766432,0.00258174,0.668364963,6,T5
1440,G10,synT5,sfp,0.434620024,0.297179995,-0.002574847,-0.005889471,0.002543601,0.66994296,6,T5
1445,G10,synT5,sfp,0.436270028,0.297720014,-0.00171929,-0.003925415,0.003089889,0.671160344,6,T5
1450,G10,synT5,sfp,0.436670008,0.298760009,-0.002849292,-0.006482747,0.002368362,0.673504839,6,T5
1455,G10,synT5,sfp,0.437670029,0.299270002,-0.002599545,-0.005904439,0.002527831,0.674654534,6,T5
1460,G10,synT5,sfp,0.438330025,0.299330012,-0.002027832,-0.004604965,0.002892879,0.674789816,6,T5
1465,G10,synT5,sfp,0.439610028,0.300629985,-0.002660278,-0.00601505,0.002489052,0.677720389,6,T5
1470,G10,synT5,sfp,0.440220009,0.300809993,-0.002315115,-0.005231483,0.002709444,0.678126188,6,T5
1475,G10,synT5,sfp,0.440850022,0.300680013,-0.001493882,-0.003377196,0.003233816,0.67783317,6,T5
1480,G10,synT5,sfp,0.441370013,0.302090003,-0.00304819,-0.006858833,0.002241363,0.681011757,6,T5
1485,G10,synT5,sfp,0.442919974,0.302789997,-0.002528024,-0.005675238,0.002573498,0.682589779,6,T5
1490,G10,synT5,sfp,0.443309969,0.30263001,-0.001902663,-0.004273605,0.002972802,0.682229113,6,T5
1495,G10,synT5,sfp,0.443609985,0.302819998,-0.001882148,-0.004224873,0.002985902,0.68265741,6,T5
1500,G10,synT5,sfp,0.444770023,0.303870014,-0.002266836,-0.005070803,0.002740271,0.685024498,6,T5
1505,G10,synT5,sfp,0.44509002,0.304710013,-0.003182598,-0.007099693,0.002155541,0.686918135,6,T5
1510,G10,synT5,sfp,0.446440008,0.30453001,-0.0015678,-0.003499494,0.003186618,0.686512348,6,T5
1515,G10,synT5,sfp,0.446360023,0.304890004,-0.002177388,-0.004854419,0.002797385,0.687323895,6,T5
1520,G10,synT5,sfp,0.447319978,0.306159995,-0.003085774,-0.006851098,0.002217365,0.690186879,6,T5
1525,G10,synT5,sfp,0.448709971,0.306470016,-0.002151867,-0.004772785,0.002813681,0.69088577,6,T5
1530,G10,synT5,sfp,0.449140028,0.306780005,-0.00217785,-0.004825535,0.00279709,0.69158459,6,T5
1535,G10,synT5,sfp,0.449650025,0.306510001,-0.001270637,-0.002817872,0.003376362,0.690975909,6,T5
1540,G10,synT5,sfp,0.45022,0.306829987,-0.001171409,-0.002595107,0.003439721,0.691697266,6,T5
1545,G10,synT5,sfp,0.450949979,0.307659989,-0.001662483,-0.003673082,0.003126162,0.693568367,6,T5
1550,G10,synT5,sfp,0.451980026,0.308879995,-0.002427241,-0.005341553,0.00263785,0.696318667,6,T5
1555,G10,synT5,sfp,0.452610024,0.308869992,-0.001782528,-0.00392288,0.003049511,0.696296118,6,T5
1560,G10,synT5,sfp,0.452079974,0.309189995,-0.002783349,-0.006119088,0.002410469,0.697017512,6,T5
1565,G10,synT5,sfp,0.453650018,0.309760009,-0.002051877,-0.004502675,0.002877526,0.698302513,6,T5
1570,G10,synT5,sfp,0.454200008,0.309949999,-0.001781391,-0.003906719,0.003050236,0.698730815,6,T5
1575,G10,synT5,sfp,0.454349991,0.310539989,-0.002499369,-0.005470881,0.002591795,0.700060849,6,T5
1580,G10,synT5,sfp,0.455499975,0.310980003,-0.001996709,-0.004364423,0.002912752,0.701052788,6,T5
1585,G10,synT5,sfp,0.456070025,0.311329989,-0.001941539,-0.004239062,0.002947979,0.701841773,6,T5
1590,G10,synT5,sfp,0.457069975,0.312210003,-0.002236216,-0.004868683,0.002759823,0.703825617,6,T5
