#t IFNb_mRNA IFNb_env STATP2n SOCS1m IRF7m IRF7Pn IFNa_mRNA IFNa_env TNFam TNFenv STATm STAT NS IC1 IC2 IC2ifa TJ J1 J2 J3 J4 J5 J6 J7 J8 J9 J10 J11 J12 default c2 compartment w r5 n3 bm sp delta1 n1 sv delta2 n2 TJtot K3 K9 delta r0 k15 tao1 C vmax2 NA K2 K5 tao3 r3 k8 tao4 k11 k14 tao6 k12 k16 tao8 vmax17 K17 r1 rmax20 K20 tao9 vmax19 K19 r4 k26 tao12 k28 tao13 
##CONCENTRATIONS
44 0.0013115599 0.0010777105 0.0000000627125 0.0000000242807 0.000000 0.0000000980142 0.0000000899629 0.0000000374833 0.0017634315 0.0009283358 0.00000527801 0.0504321740 0.9999528510 0.3636390914 1.0000000000 1.0000000000 0.0000188508 -0.000000 0.0000236726 0.00000000103428 0.000000 0.000000 0.00000000416646 0.00000000410632 0.00000000268846 0.0000326213 0.0000393193 0.000000 -0.000430 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
45 0.0013115587 0.0011013829 0.0000000637418 0.0000000242832 0.000000 0.000000102216 0.0000000941075 0.0000000402335 0.0017954497 0.0009679023 0.00000527854 0.0500116516 0.9999578619 0.3636388015 1.0000000000 1.0000000000 0.0000191804 -0.000000 0.0000236725 0.00000000102413 0.000000 0.000000 0.00000000423772 0.00000000418269 0.00000000281231 0.0000314315 0.0000398120 0.000000 -0.000411 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
46 0.0013115569 0.0011250554 0.0000000647610 0.0000000242856 0.000000 0.000000106489 0.0000000983281 0.0000000431087 0.0018262944 0.0010079495 0.00000527907 0.0496103177 0.9999622471 0.3636385478 1.0000000000 1.0000000000 0.0000195070 -0.000000 0.0000236725 0.00000000101427 0.000000 0.000000 0.00000000430829 0.00000000425827 0.00000000293843 0.0000302724 0.0000402816 0.000000 -0.000392 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
47 0.0013115546 0.0011487279 0.0000000657705 0.0000000242880 0.000000 0.000000110833 0.000000102624 0.0000000461112 0.0018559936 0.0010484547 0.00000527960 0.0492272927 0.9999660959 0.3636383251 1.0000000000 1.0000000000 0.0000198309 -0.000000 0.0000236725 0.00000000100468 0.000000 0.000000 0.00000000437816 0.00000000433306 0.00000000306680 0.0000291482 0.0000407290 0.000000 -0.000374 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
48 0.0013115520 0.0011724005 0.0000000667706 0.0000000242904 0.000000 0.000000115245 0.000000106994 0.0000000492431 0.0018845814 0.0010893966 0.00000528012 0.0488617441 0.9999694834 0.3636381291 1.0000000000 1.0000000000 0.0000201519 -0.000000 0.0000236725 0.000000 0.000000 0.000000 0.00000000444737 0.00000000440709 0.00000000319739 0.0000280613 0.0000411555 0.000000 -0.000357 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
49 0.0013115502 0.0011960730 0.0000000677614 0.0000000242928 0.000000 0.000000119727 0.000000111438 0.0000000525067 0.0019121053 0.0011307551 0.00000528064 0.0485128981 0.9999724727 0.3636379562 1.0000000000 1.0000000000 0.0000204701 -0.000000 0.0000236724 0.000000 0.000000 0.000000 0.00000000451593 0.00000000448040 0.00000000333018 0.0000270091 0.0000415621 0.000000 -0.000341 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
50 0.0013115478 0.0012197455 0.0000000687432 0.0000000242951 0.000000 0.000000124277 0.000000115954 0.0000000559042 0.0019385917 0.0011725105 0.00000528115 0.0481799760 0.9999751174 0.3636378032 1.0000000000 1.0000000000 0.0000207857 -0.000000 0.0000236724 0.000000 0.000000 0.000000 0.00000000458386 0.00000000455299 0.00000000346515 0.0000259962 0.0000419499 0.000000 -0.000325 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
51 0.0013115460 0.0012434180 0.0000000697162 0.0000000242975 0.000000 0.000000128895 0.000000120543 0.0000000594377 0.0019640845 0.0012146448 0.00000528167 0.0478622701 0.9999774630 0.3636376675 1.0000000000 1.0000000000 0.0000210985 -0.000000 0.0000236724 0.000000 0.000000 0.000000 0.00000000465117 0.00000000462489 0.00000000360228 0.0000250208 0.0000423199 0.000000 -0.000310 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
52 0.0013115452 0.0012670904 0.0000000706807 0.0000000242998 0.000000 0.000000133579 0.000000125204 0.0000000631095 0.0019886238 0.0012571410 0.00000528217 0.0475590990 0.9999795482 0.3636375468 1.0000000000 1.0000000000 0.0000214087 0.000000 0.0000236724 0.000000 0.000000 0.000000 0.00000000471788 0.00000000469611 0.00000000374154 0.0000240820 0.0000426731 0.000000 -0.000296 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
53 0.0013115439 0.0012907629 0.0000000716369 0.0000000243021 0.000000 0.000000138330 0.000000129935 0.0000000669216 0.0020122370 0.0012999813 0.00000528268 0.0472697689 0.9999814062 0.3636374393 1.0000000000 1.0000000000 0.0000217162 0.000000 0.0000236724 0.000000 0.000000 0.000000 0.00000000478401 0.00000000476667 0.00000000388292 0.0000231830 0.0000430102 0.000000 -0.000283 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
54 0.0013115430 0.0013144353 0.0000000725849 0.0000000243043 0.000000 0.000000143147 0.000000134737 0.0000000708761 0.0020349655 0.0013431508 0.00000528318 0.0469936709 0.9999830652 0.3636373434 1.0000000000 1.0000000000 0.0000220211 0.000000 0.0000236724 0.000000 0.000000 0.000000 0.00000000484957 0.00000000483660 0.00000000402640 0.0000223216 0.0000433322 0.000000 -0.000270 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
55 0.0013115424 0.0013381077 0.0000000735250 0.0000000243066 0.000000 0.000000148029 0.000000139608 0.0000000749751 0.0020568472 0.0013866348 0.00000528367 0.0467302170 0.9999845497 0.3636372575 1.0000000000 1.0000000000 0.0000223235 0.000000 0.0000236724 0.000000 0.000000 0.000000 0.00000000491457 0.00000000490590 0.00000000417196 0.0000214965 0.0000436399 0.000000 -0.000257 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
56 0.0013115423 0.0013617801 0.0000000744573 0.0000000243088 0.000000 0.000000152976 0.000000144549 0.0000000792207 0.0020779207 0.0014304200 0.00000528416 0.0464788554 0.9999858808 0.3636371805 1.0000000000 1.0000000000 0.0000226234 0.000000 0.0000236724 0.000000 0.000000 0.000000 0.00000000497903 0.00000000497459 0.00000000431959 0.0000207059 0.0000439341 0.000000 -0.000245 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
57 0.0013115420 0.0013854525 0.0000000753820 0.0000000243110 0.000000 0.000000157987 0.000000149557 0.0000000836150 0.0020982120 0.0014744918 0.00000528464 0.0462389787 0.9999870766 0.3636371113 1.0000000000 1.0000000000 0.0000229207 0.000000 0.0000236724 0.000000 0.000000 0.000000 0.00000000504296 0.00000000504269 0.00000000446925 0.0000199514 0.0000442155 0.000000 -0.000234 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
58 0.0013115416 0.0014091250 0.0000000762992 0.0000000243132 0.000000 0.000000163062 0.000000154634 0.0000000881599 0.0021177588 0.0015188383 0.00000528512 0.0460100894 0.9999881529 0.3636370490 1.0000000000 1.0000000000 0.0000232156 0.000000 0.0000236724 0.000000 0.000000 0.000000 0.00000000510637 0.00000000511021 0.00000000462094 0.0000192304 0.0000444849 0.000000 -0.000223 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
59 0.0013115414 0.0014327974 0.0000000772092 0.0000000243154 0.000000 0.000000168199 0.000000159777 0.0000000928576 0.0021365977 0.0015634485 0.00000528560 0.0457917105 0.9999891234 0.3636369929 1.0000000000 1.0000000000 0.0000235080 0.000000 0.0000236724 0.000000 0.000000 0.000000 0.00000000516927 0.00000000517716 0.00000000477463 0.0000185404 0.0000447428 0.000000 -0.000213 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
60 0.0013115413 0.0014564697 0.0000000781119 0.0000000243176 0.000000 0.000000173400 0.000000164988 0.0000000977099 0.0021547640 0.0016083120 0.00000528607 0.0455833861 0.9999900001 0.3636369421 1.0000000000 1.0000000000 0.0000237981 0.000000 0.0000236724 0.000000 0.000000 0.000000 0.00000000523168 0.00000000524356 0.00000000493032 0.0000178787 0.0000449900 0.000000 -0.000203 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
61 0.0013115413 0.0014801421 0.0000000790077 0.0000000243197 0.000000 0.000000178663 0.000000170264 0.000000102719 0.0021722832 0.0016534175 0.00000528654 0.0453846411 0.9999907933 0.3636368963 1.0000000000 1.0000000000 0.0000240857 0.000000 0.0000236724 0.000000 0.000000 0.000000 0.00000000529360 0.00000000530942 0.00000000508799 0.0000172455 0.0000452271 0.000000 -0.000194 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
62 0.0013115409 0.0015038145 0.0000000798966 0.0000000243219 0.000000 0.000000183987 0.000000175606 0.000000107887 0.0021891783 0.0016987542 0.00000528701 0.0451950180 0.9999915122 0.3636368547 1.0000000000 1.0000000000 0.0000243710 0.000000 0.0000236723 0.000000 0.000000 0.000000 0.00000000535504 0.00000000537475 0.00000000524761 0.0000166413 0.0000454544 0.000000 -0.000185 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
63 0.0013115406 0.0015274869 0.0000000807787 0.0000000243240 0.000000 0.000000189372 0.000000181013 0.000000113215 0.0022054823 0.0017443138 0.00000528747 0.0450141319 0.9999921648 0.3636368169 1.0000000000 1.0000000000 0.0000246540 0.000000 0.0000236723 0.000000 0.000000 0.000000 0.00000000541601 0.00000000543956 0.00000000540918 0.0000160633 0.0000456726 0.000000 -0.000177 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
64 0.0013115405 0.0015511593 0.0000000816542 0.0000000243261 0.000000 0.000000194819 0.000000186485 0.000000118706 0.0022212211 0.0017900877 0.00000528793 0.0448415936 0.9999927581 0.3636367826 1.0000000000 1.0000000000 0.0000249347 0.000000 0.0000236723 0.000000 0.000000 0.000000 0.00000000547652 0.00000000550386 0.00000000557267 0.0000155103 0.0000458822 0.000000 -0.000168 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
65 0.0013115406 0.0015748316 0.0000000825232 0.0000000243282 0.000000 0.000000200325 0.000000192021 0.000000124361 0.0022364204 0.0018360677 0.00000528838 0.0446770277 0.9999932983 0.3636367513 1.0000000000 1.0000000000 0.0000252131 0.000000 0.0000236723 0.000000 0.000000 0.000000 0.00000000553658 0.00000000556767 0.00000000573808 0.0000149808 0.0000460836 0.000000 -0.000161 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
66 0.0013115405 0.0015985040 0.0000000833857 0.0000000243302 0.000000 0.000000205892 0.000000197620 0.000000130182 0.0022511077 0.0018822456 0.00000528884 0.0445200559 0.9999937908 0.3636367228 1.0000000000 1.0000000000 0.0000254893 0.000000 0.0000236723 0.000000 0.000000 0.000000 0.00000000559619 0.00000000563098 0.00000000590539 0.0000144726 0.0000462772 0.000000 -0.000153 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
67 0.0013115404 0.0016221764 0.0000000842419 0.0000000243323 0.000000 0.000000211517 0.000000203283 0.000000136172 0.0022653040 0.0019286144 0.00000528929 0.0443703417 0.9999942406 0.3636366968 1.0000000000 1.0000000000 0.0000257633 0.000000 0.0000236723 0.000000 0.000000 0.000000 0.00000000565537 0.00000000569382 0.00000000607458 0.0000139850 0.0000464636 0.000000 -0.000146 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
