#t EGF R Ra R2 RP PLCg RPLCg RPLCgP PLCgP Grb RG SOS RGS GS Shc RSh RShP ShP RShG ShG RShGS ShGS PLCgl v1 v2 v3 v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 compartment 
##CONCENTRATIONS
90 580.600904185084 0.6009041851 17.44342025229 30.41972542137 3.6196790839 0.1800786003 0.0461136421 0.3223617554 3.0434700975 14.19581949292 2.9715156360 1.7781622094 0.8719388519 1.7000641927 1.1448362311 0.0732089826 1.8371507241 81.68414223574 0.4787668849 35.13206019562 0.3373767991 29.31245794695 101.407975904644 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
91 580.600853786922 0.6008537869 17.44198557993 30.41499288367 3.6191025114 0.1797541602 0.0460126500 0.3217887659 3.0433247660 14.19442820129 2.9764418982 1.7782525212 0.8739451409 1.6998852452 1.1451077672 0.0732132615 1.8371358123 81.68924364455 0.4786590903 35.12872333139 0.3372883024 29.31062879033 101.409119657906 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
92 580.600805179536 0.6008051795 17.44060336760 30.41044586375 3.6185494872 0.1794814681 0.0459265657 0.3212965448 3.0432008593 14.19310835486 2.9811187789 1.7783382493 0.8758560131 1.6997150732 1.1453694553 0.0732174390 1.8371229730 81.69408835277 0.4785564860 35.12555462959 0.3372055751 29.30888508929 101.410094562179 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
93 580.600758395160 0.6007583952 17.43927420655 30.40608361682 3.6180197129 0.1792519687 0.0458529873 0.3208723157 3.0430949356 14.19185607409 2.9855591554 1.7784196341 0.8776757394 1.6995532531 1.1456211699 0.0732215004 1.8371118242 81.69868972748 0.4784588279 35.12254557669 0.3371280191 29.30722335434 101.410927792617 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
94 580.600713426383 0.6007134264 17.43799765771 30.40190279303 3.6175126351 0.1790594525 0.0457901660 0.3205067463 3.0430044856 14.19066779719 2.9897750604 1.7784968982 0.8794084268 1.6993993842 1.1458629827 0.0732254384 1.8371021107 81.70306013671 0.4783658872 35.11968815328 0.3370551939 29.30564009699 101.411639149505 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
95 580.600670281619 0.6006702816 17.43677370582 30.39790122754 3.6170278276 0.1788971275 0.0457361867 0.3201896353 3.0429267610 14.18954002508 2.9937782276 1.7785702597 0.8810580438 1.6992530774 1.1460948893 0.0732292435 1.8370935519 81.70721168914 0.4782774436 35.11697456339 0.3369866188 29.30413200043 101.412250289455 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
96 580.600628919164 0.6006289192 17.43560103169 30.39407346000 3.6165645414 0.1787611416 0.0456899605 0.3199151229 3.0428601913 14.18846964909 2.9975793506 1.7786399154 0.8826283747 1.6991139704 1.1463171323 0.0732329149 1.8370860079 81.71115528963 0.4781932905 35.11439762518 0.3369220011 29.30269573840 101.412773583673 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
97 580.600589283371 0.6005892834 17.43447795990 30.39041318957 3.6161219510 0.1786486454 0.0456506779 0.3196788230 3.0428036041 14.18745376834 3.0011885003 1.7787060501 0.8841230466 1.6989817191 1.1465300244 0.0732364545 1.8370793906 81.71490116493 0.4781132328 35.11195054863 0.3368611121 29.30132807206 101.413218249612 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
98 580.600551392451 0.6005513925 17.43340476025 30.38691923519 3.6156997527 0.1785530537 0.0456164793 0.3194708819 3.0427543456 14.18648923464 3.0046161644 1.7787688593 0.8855456128 1.6988559758 1.1467335045 0.0732398518 1.8370734046 81.71846022686 0.4780370681 35.10962639213 0.3368034729 29.30002607915 101.413605239570 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
99 580.600515159425 0.6005151594 17.43237895474 30.38358338138 3.6152969447 0.1784737025 0.0455871662 0.3192901361 3.0427121151 14.18557357864 3.0078711320 1.7788285030 0.8868993853 1.6987364336 1.1469280405 0.0732431147 1.8370680678 81.72184130657 0.4779646224 35.10741917000 0.3367489923 29.29878668566 101.413936880103 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
100 580.600480506641 0.6004805066 17.43139831916 30.38039815190 3.6149126071 0.1784096729 0.0455624670 0.3191350572 3.0426765125 14.18470441746 3.0109618463 1.7788851352 0.8881875424 1.6986227979 1.1471140518 0.0732462500 1.8370633787 81.72505292351 0.4778957273 35.10532314414 0.3366975592 29.29760696539 101.414216290313 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 
##CONCENTRATIONS
#t EGF R Ra R2 RP PLCg RPLCg RPLCgP PLCgP Grb RG SOS RGS GS Shc RSh RShP ShP RShG ShG RShGS ShGS PLCgl v1 v2 v3 v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 compartment 


