#t PX PY PZ X Y Z t_ave beta k_tl a_tr a0_tr kd_prot kd_mRNA alpha alpha0 Reaction1 Reaction2 Reaction3 Reaction4 Reaction5 Reaction6 Reaction7 Reaction8 Reaction9 Reaction10 Reaction11 Reaction12 cell eff n KM tau_mRNA tau_prot ps_a ps_0 
##CONCENTRATIONS
57 205.734798879267 121.653731249794 1021.4066865571963 0.2462849300 2.4337618341 11.06715548229 2.8853900818 0.2000000000 6.9314718056 29.97000000000 0.0300000000 0.0693147181 0.3465735903 216.187851877211 0.2164042561 0.0853558524 0.8434775767 3.8355838097 1.7071170481 16.86955153457 76.71167619365 14.26044957862 8.4323940820 70.79851649922 0.0758927194 1.1216340786 2.9539683483 1.0000000000 20.00000000000 2.0000000000 40.00000000000 2.0000000000 10.00000000000 0.5000000000 0.0005000000 
58 193.577835295220 130.784320972446 1024.0664039995402 0.2382539680 2.7284041080 10.15994712334 2.8853900818 0.2000000000 6.9314718056 29.97000000000 0.0300000000 0.0693147181 0.3465735903 216.187851877211 0.2164042561 0.0825725331 0.9455928074 3.5211693516 1.6514506619 18.91185614863 70.42338703182 13.41779307538 9.0652783343 70.98287406384 0.0756550054 1.2572608442 2.5936558588 1.0000000000 20.00000000000 2.0000000000 40.00000000000 2.0000000000 10.00000000000 0.5000000000 0.0005000000 
59 182.189698308652 141.393626326090 1020.3497702927035 0.2326705588 3.0581209043 9.2212651692 2.8853900818 0.2000000000 6.9314718056 29.97000000000 0.0300000000 0.0693147181 0.3465735903 216.187851877211 0.2164042561 0.0806374709 1.0598639413 3.1958469766 1.6127494182 21.19727882650 63.91693953250 12.62842757097 9.8006593437 70.72525664634 0.0759876974 1.4082048470 2.2508063207 1.0000000000 20.00000000000 2.0000000000 40.00000000000 2.0000000000 10.00000000000 0.5000000000 0.0005000000 
60 171.534394879950 153.628291567553 1010.5676632847550 0.2292759874 3.4261153795 8.2785250768 2.8853900818 0.2000000000 6.9314718056 29.97000000000 0.0300000000 0.0693147181 0.3465735903 216.187851877211 0.2164042561 0.0794610021 1.1874011078 2.8691181581 1.5892200422 23.74802215576 57.38236316188 11.88985821801 10.64870171543 70.04721265709 0.0768809117 1.5756396609 1.9327324104 1.0000000000 20.00000000000 2.0000000000 40.00000000000 2.0000000000 10.00000000000 0.5000000000 0.0005000000 
61 161.576819843286 167.646717883091 995.184269203709 0.2278811328 3.8356212860 7.3561940492 2.8853900818 0.2000000000 6.9314718056 29.97000000000 0.0300000000 0.0693147181 0.3465735903 216.187851877211 0.2164042561 0.0789775824 1.3293250400 2.5494625824 1.5795516473 26.58650080077 50.98925164887 11.19965171182 11.62038498308 68.98091703362 0.0783391127 1.7606774853 1.6442507577 1.0000000000 20.00000000000 2.0000000000 40.00000000000 2.0000000000 10.00000000000 0.5000000000 0.0005000000 
62 152.283150819504 183.618233151645 974.783818568635 0.2283622796 4.2898165231 6.4745563544 2.8853900818 0.2000000000 6.9314718056 29.97000000000 0.0300000000 0.0693147181 0.3465735903 216.187851877211 0.2164042561 0.0791443351 1.4867371141 2.2439102412 1.5828867028 29.73474228128 44.87820482441 10.55546366373 12.72744606085 67.56686554963 0.0803801471 1.9643160279 1.3878114085 1.0000000000 20.00000000000 2.0000000000 40.00000000000 2.0000000000 10.00000000000 0.5000000000 0.0005000000 
63 143.621191744248 201.721703219954 950.030578340385 0.2306490498 4.7917108601 5.6489852290 2.8853900818 0.2000000000 6.9314718056 29.97000000000 0.0300000000 0.0693147181 0.3465735903 216.187851877211 0.2164042561 0.0799368693 1.6606804364 1.9577890922 1.5987373855 33.21360872733 39.15578184491 9.9550624126 13.98228298447 65.85110168224 0.0830349725 2.1873716296 1.1638409602 1.0000000000 20.00000000000 2.0000000000 40.00000000000 2.0000000000 10.00000000000 0.5000000000 0.0005000000 
64 135.560647299320 222.143154931286 921.629338781248 0.2347189907 5.3440062398 4.8900224235 2.8853900818 0.2000000000 6.9314718056 29.97000000000 0.0300000000 0.0693147181 0.3465735903 216.187851877211 0.2164042561 0.0813474033 1.8520914290 1.6947526278 1.6269480661 37.04182857982 33.89505255694 9.3963480470 15.39779015213 63.88247776975 0.0863477838 2.4303977721 0.9712026792 1.0000000000 20.00000000000 2.0000000000 40.00000000000 2.0000000000 10.00000000000 0.5000000000 0.0005000000 
65 128.073501889075 245.072730131655 890.293007702611 0.2406746955 5.9489304736 4.2037414087 2.8853900818 0.2000000000 6.9314718056 29.97000000000 0.0300000000 0.0693147181 0.3465735903 216.187851877211 0.2164042561 0.0834114933 2.0617421926 1.4569057526 1.6682298665 41.23484385134 29.13811505234 8.8773786739 16.98714719229 61.71040881613 0.0903760935 2.6935824263 0.8076759635 1.0000000000 20.00000000000 2.0000000000 40.00000000000 2.0000000000 10.00000000000 0.5000000000 0.0005000000 
66 121.134226581874 270.700452721563 856.713630914886 0.2486107262 6.6080085574 3.5922112761 2.8853900818 0.2000000000 6.9314718056 29.97000000000 0.0300000000 0.0693147181 0.3465735903 216.187851877211 0.2164042561 0.0861619120 2.2901612503 1.2449655590 1.7232382391 45.80322500670 24.89931118014 8.3963847625 18.76352555803 59.38286378159 0.0951913024 2.9766308721 0.6703954331 1.0000000000 20.00000000000 2.0000000000 40.00000000000 2.0000000000 10.00000000000 0.5000000000 0.0005000000 
67 114.719850652162 299.210782980636 821.539308735109 0.2586638322 7.3218082454 3.0543044259 2.8853900818 0.2000000000 6.9314718056 29.97000000000 0.0300000000 0.0693147181 0.3465735903 216.187851877211 0.2164042561 0.0896460530 2.5375453709 1.0585412507 1.7929210598 50.75090741900 21.17082501400 7.9517741034 20.73971106162 56.94476555689 0.1008796717 3.2786387156 0.5562101380 1.0000000000 20.00000000000 2.0000000000 40.00000000000 2.0000000000 10.00000000000 0.5000000000 0.0005000000 
68 108.809992810018 330.775772972163 785.358106168071 0.2709935434 8.0896497038 2.5865400941 2.8853900818 0.2000000000 6.9314718056 29.97000000000 0.0300000000 0.0693147181 0.3465735903 216.187851877211 0.2164042561 0.0939192053 2.8036589420 0.8964264868 1.8783841058 56.07317883915 17.92852973605 7.5421339733 22.92762944332 54.43687570203 0.1075436296 3.5979594734 0.4619509211 1.0000000000 20.00000000000 2.0000000000 40.00000000000 2.0000000000 10.00000000000 0.5000000000 0.0005000000 
69 103.386828230850 365.546129591685 748.690695015417 0.2858148144 8.9092873544 2.1838729294 2.8853900818 0.2000000000 6.9314718056 29.97000000000 0.0300000000 0.0693147181 0.3465735903 216.187851877211 0.2164042561 0.0990558664 3.0877237053 0.7568726819 1.9811173277 61.75447410519 15.13745363728 7.1662288495 25.33772690911 51.89528443614 0.1153029341 3.9320781967 0.3846116786 1.0000000000 20.00000000000 2.0000000000 40.00000000000 2.0000000000 10.00000000000 0.5000000000 0.0005000000 
70 98.43529525330 403.641175859757 711.985525852682 0.3033935152 9.7765758361 1.8402984006 2.8853900818 0.2000000000 6.9314718056 29.97000000000 0.0300000000 0.0693147181 0.3465735903 216.187851877211 0.2164042561 0.1051481798 3.3883029882 0.6377988239 2.1029635968 67.76605976324 12.75597647792 6.8230147372 27.97827430051 49.35107598443 0.1242965477 4.2774838367 0.3214551016 1.0000000000 20.00000000000 2.0000000000 40.00000000000 2.0000000000 10.00000000000 0.5000000000 0.0005000000 
71 93.94327966422 445.137001380289 675.619265544047 0.3240442862 10.68511864195 1.5493888861 2.8853900818 0.2000000000 6.9314718056 29.97000000000 0.0300000000 0.0693147181 0.3465735903 216.187851877211 0.2164042561 0.1123051917 3.7031799303 0.5369772690 2.2461038338 74.06359860614 10.73954538000 6.5116519432 30.85454574697 46.83035890438 0.1346846576 4.6295623114 0.2700637407 1.0000000000 20.00000000000 2.0000000000 40.00000000000 2.0000000000 10.00000000000 0.5000000000 0.0005000000 
72 89.90176660724 490.053412746954 639.899819048777 0.3481340385 11.62596539897 1.3047066083 2.8853900818 0.2000000000 6.9314718056 29.97000000000 0.0300000000 0.0693147181 0.3465735903 216.187851877211 0.2164042561 0.1206540636 4.0292525688 0.4521768535 2.4130812728 80.58505137586 9.0435370698 6.2315156051 33.96791413693 44.35447554145 0.1466511605 4.9825281304 0.2283517452 1.0000000000 20.00000000000 2.0000000000 40.00000000000 2.0000000000 10.00000000000 0.5000000000 0.0005000000 
73 86.30502669903 538.339686121813 605.072152458526 0.3760816285 12.58735165970 1.1000820193 2.8853900818 0.2000000000 6.9314718056 29.97000000000 0.0300000000 0.0693147181 0.3465735903 216.187851877211 0.2164042561 0.1303399602 4.3624436568 0.3812593750 2.6067992044 87.24887313635 7.6251875005 5.9822085925 37.31486356189 41.94040565120 0.1604062952 5.3294081424 0.1945518785 1.0000000000 20.00000000000 2.0000000000 40.00000000000 2.0000000000 10.00000000000 0.5000000000 0.0005000000 
74 83.15073313381 589.859583784045 571.325290872987 0.4083696889 13.55457235553 0.9297615586 2.8853900818 0.2000000000 6.9314718056 29.97000000000 0.0300000000 0.0693147181 0.3465735903 216.187851877211 0.2164042561 0.1415301492 4.6976568060 0.3222308015 2.8306029847 93.95313611930 6.4446160292 5.7635696233 40.88595074262 39.60125145512 0.1761895115 5.6621059218 0.1671882418 1.0000000000 20.00000000000 2.0000000000 40.00000000000 2.0000000000 10.00000000000 0.5000000000 0.0005000000 
75 80.44017629541 644.377458385764 538.798776942827 0.4455564200 14.50995643317 0.7885428936 2.8853900818 0.2000000000 6.9314718056 29.97000000000 0.0300000000 0.0693147181 0.3465735903 216.187851877211 0.2164042561 0.1544180881 5.0287676958 0.2732881417 3.0883617628 100.575353916974 5.4657628347 5.5756881403 44.66484184965 37.34668531271 0.1942731170 5.9715495142 0.1450418271 1.0000000000 20.00000000000 2.0000000000 40.00000000000 2.0000000000 10.00000000000 0.5000000000 0.0005000000 
76 78.17856464652 701.545466736895 507.589923062260 0.4882834870 15.43299985077 0.6718221279 2.8853900818 0.2000000000 6.9314718056 29.97000000000 0.0300000000 0.0693147181 0.3465735903 216.187851877211 0.2164042561 0.1692261612 5.3486701671 0.2328358069 3.3845232230 106.973403341453 4.6567161376 5.4189251665 48.62742623033 35.18345240512 0.2149660824 6.2479326496 0.1271148194 1.0000000000 20.00000000000 2.0000000000 40.00000000000 2.0000000000 10.00000000000 0.5000000000 0.0005000000 
77 76.37534928480 760.893131845275 477.760664204132 0.5372853545 16.30070298997 0.5755951924 2.8853900818 0.2000000000 6.9314718056 29.97000000000 0.0300000000 0.0693147181 0.3465735903 216.187851877211 0.2164042561 0.1862089143 5.6493931593 0.1994860924 3.7241782859 112.987863186405 3.9897218477 5.2939358021 52.74109290460 33.11584573755 0.2386182479 6.4810626441 0.1125963477 1.0000000000 20.00000000000 2.0000000000 40.00000000000 2.0000000000 10.00000000000 0.5000000000 0.0005000000 
78 75.04461147492 821.820130224451 449.343984421023 0.5933977666 17.08813316160 0.4964205337 2.8853900818 0.2000000000 6.9314718056 29.97000000000 0.0300000000 0.0693147181 0.3465735903 216.187851877211 0.2164042561 0.2056559944 5.9222956610 0.1720462466 4.1131198887 118.445913219981 3.4409249328 5.2016960860 56.96423061925 31.14615159030 0.2656247661 6.6608118006 0.1008313543 1.0000000000 20.00000000000 2.0000000000 40.00000000000 2.0000000000 10.00000000000 0.5000000000 0.0005000000 
79 74.20547815657 883.595622018388 422.349313630907 0.6575668768 17.76935261399 0.4313570448 2.8853900818 0.2000000000 6.9314718056 29.97000000000 0.0300000000 0.0693147181 0.3465735903 216.187851877211 0.2164042561 0.2278953134 6.1583883324 0.1494969597 4.5579062670 123.167766647629 2.9899391944 5.1435317966 61.24618141572 29.27502359547 0.2964311684 6.7776700511 0.0912929481 1.0000000000 20.00000000000 2.0000000000 40.00000000000 2.0000000000 10.00000000000 0.5000000000 0.0005000000 
80 73.88254159560 945.363633534075 396.767353368887 0.7308624313 18.31851678110 0.3779331655 2.8853900818 0.2000000000 6.9314718056 29.97000000000 0.0300000000 0.0693147181 0.3465735903 216.187851877211 0.2164042561 0.2532976168 6.3487141294 0.1309816540 5.0659523362 126.974282588608 2.6196330807 5.1211475400 65.52761371880 27.50181723259 0.3315387594 6.8233862976 0.0835589589 1.0000000000 20.00000000000 2.0000000000 40.00000000000 2.0000000000 10.00000000000 0.5000000000 0.0005000000 
81 74.10636681858 1006.1567355525484 372.574308250849 0.8144915901 18.71121509955 0.3341041955 2.8853900818 0.2000000000 6.9314718056 29.97000000000 0.0300000000 0.0693147181 0.3465735903 216.187851877211 0.2164042561 0.2822812746 6.4848129956 0.1157916906 5.6456254925 129.696259911013 2.3158338111 5.1366619222 69.74147044496 25.82488313131 0.3715102087 6.7916562396 0.0772922086 1.0000000000 20.00000000000 2.0000000000 40.00000000000 2.0000000000 10.00000000000 0.5000000000 0.0005000000 
82 74.91405328556 1064.9175015985545 349.735571502103 0.9098133642 18.92597229055 0.2981971390 2.8853900818 0.2000000000 6.9314718056 29.97000000000 0.0300000000 0.0693147181 0.3465735903 216.187851877211 0.2164042561 0.3153172841 6.5592421663 0.1033472531 6.3063456825 131.184843325527 2.0669450617 5.1926464819 73.81445637620 24.24182253282 0.4169750363 6.6788120996 0.0722243034 1.0000000000 20.00000000000 2.0000000000 40.00000000000 2.0000000000 10.00000000000 0.5000000000 0.0005000000 
83 76.34985953528 1120.5290367828834 328.208774963172 1.0183537596 18.94589186740 0.2688570148 2.8853900818 0.2000000000 6.9314718056 29.97000000000 0.0300000000 0.0693147181 0.3465735903 216.187851877211 0.2164042561 0.3529345187 6.5661457655 0.0931787409 7.0586903730 131.322915310838 1.8635748181 5.2921689873 77.66915425816 22.74969870008 0.4686348462 6.4844429779 0.0681423480 1.0000000000 20.00000000000 2.0000000000 40.00000000000 2.0000000000 10.00000000000 0.5000000000 0.0005000000 
84 78.46591750941 1171.8574838300922 307.946150515962 1.1418195907 18.76033014339 0.2449811730 2.8853900818 0.2000000000 6.9314718056 29.97000000000 0.0300000000 0.0693147181 0.3465735903 216.187851877211 0.2164042561 0.3957245150 6.5018349726 0.0849040047 7.9144903001 130.036699452637 1.6980800937 5.4388429492 81.22697109349 21.34520059944 0.5272683445 6.2118508293 0.0648779876 1.0000000000 20.00000000000 2.0000000000 40.00000000000 2.0000000000 10.00000000000 0.5000000000 0.0005000000 
85 81.32295007631 1217.7986951181947 288.896524768184 1.2821114030 18.36629774159 0.2256808809 2.8853900818 0.2000000000 6.9314718056 29.97000000000 0.0300000000 0.0693147181 0.3465735903 216.187851877211 0.2164042561 0.4443459521 6.3652737485 0.0782150331 8.8869190417 127.305474969101 1.5643006628 5.6368773560 84.41137320108 20.02478116166 0.5937352737 5.8682485131 0.0622988770 1.0000000000 20.00000000000 2.0000000000 40.00000000000 2.0000000000 10.00000000000 0.5000000000 0.0005000000 
86 84.99103698881 1257.3312618839004 271.006864492662 1.4413365024 17.76945648583 0.2102603175 2.8853900818 0.2000000000 6.9314718056 29.97000000000 0.0300000000 0.0693147181 0.3465735903 216.187851877211 0.2164042561 0.4995291665 6.1584243316 0.0728706731 9.9905833290 123.168486632330 1.4574134628 5.8911297662 87.15156192047 18.78476440355 0.6689789930 5.4645926705 0.0603017683 1.0000000000 20.00000000000 2.0000000000 40.00000000000 2.0000000000 10.00000000000 0.5000000000 0.0005000000 
87 89.55040393328 1289.5699418111790 254.223593761271 1.6218193285 16.98453032470 0.1981843094 2.8853900818 0.2000000000 6.9314718056 29.97000000000 0.0300000000 0.0693147181 0.3465735903 216.187851877211 0.2164042561 0.5620797475 5.8863896538 0.0686854477 11.24159494930 117.727793076995 1.3737089530 6.2071610004 89.38617693013 17.62143672474 0.7540263297 5.0149911531 0.0588070827 1.0000000000 20.00000000000 2.0000000000 40.00000000000 2.0000000000 10.00000000000 0.5000000000 0.0005000000 
88 95.09221986342 1313.8180754133139 238.493556820375 1.8261081707 16.03502377017 0.1890454968 2.8853900818 0.2000000000 6.9314718056 29.97000000000 0.0300000000 0.0693147181 0.3465735903 216.187851877211 0.2164042561 0.6328808649 5.5573157583 0.0655181766 12.65761729885 111.146315165042 1.3103635312 6.5912904092 91.06692947414 16.53111364918 0.8499841850 4.5356954263 0.0577545304 1.0000000000 20.00000000000 2.0000000000 40.00000000000 2.0000000000 10.00000000000 0.5000000000 0.0005000000 
89 101.719382772944 1329.6112163309758 223.764467551259 2.0569758725 14.95185194516 0.1824077216 2.8853900818 0.2000000000 6.9314718056 29.97000000000 0.0300000000 0.0693147181 0.3465735903 216.187851877211 0.2164042561 0.7128935132 5.1819170100 0.0632176990 14.25787026494 103.638340199347 1.2643539792 7.0506503377 92.16162658407 15.51017097927 0.9580337082 4.0437834584 0.0570997015 1.0000000000 20.00000000000 2.0000000000 40.00000000000 2.0000000000 10.00000000000 0.5000000000 0.0005000000 
90 109.547238487061 1336.7427285101382 209.982765542228 2.3174200902 13.77104669078 0.1771748531 2.8853900818 0.2000000000 6.9314718056 29.97000000000 0.0300000000 0.0693147181 0.3465735903 216.187851877211 0.2164042561 0.8031566009 4.7726810935 0.0614041250 16.06313201702 95.45362187072 1.2280824992 7.5932359495 92.65594534008 14.55489619018 1.0794441151 3.5557274646 0.0568115774 1.0000000000 20.00000000000 2.0000000000 40.00000000000 2.0000000000 10.00000000000 0.5000000000 0.0005000000 
91 118.704256823679 1335.2676168654959 197.093316934076 2.6106721203 12.53094567509 0.1732426058 2.8853900818 0.2000000000 6.9314718056 29.97000000000 0.0300000000 0.0693147181 0.3465735903 216.187851877211 0.2164042561 0.9047900098 4.3428948322 0.0600413119 18.09580019583 86.85789664441 1.2008262375 8.2279520938 92.55369839233 13.66146769401 1.2155873528 3.0860776895 0.0568707961 1.0000000000 20.00000000000 2.0000000000 40.00000000000 2.0000000000 10.00000000000 0.5000000000 0.0005000000 
92 129.332759116551 1325.4944285972167 185.045340037848 2.9402048642 11.26986953221 0.1707454993 2.8853900818 0.2000000000 6.9314718056 29.97000000000 0.0300000000 0.0693147181 0.3465735903 216.187851877211 0.2164042561 1.0189973559 3.9058391458 0.0591758807 20.37994711864 78.11678291528 1.1835176144 8.9646637336 91.87627260301 12.82636557230 1.3678800620 2.6464728492 0.0572681447 1.0000000000 20.00000000000 2.0000000000 40.00000000000 2.0000000000 10.00000000000 0.5000000000 0.0005000000 
93 141.589478494091 1307.9613784246731 173.791858293790 3.3096798156 10.02331065345 0.1694439181 2.8853900818 0.2000000000 6.9314718056 29.97000000000 0.0300000000 0.0693147181 0.3465735903 216.187851877211 0.2164042561 1.1470476164 3.4738147597 0.0587247870 22.94095232752 69.47629519313 1.1744957406 9.8142347815 90.66097417364 12.04633365806 1.5377533647 2.2451205386 0.0580034087 1.0000000000 20.00000000000 2.0000000000 40.00000000000 2.0000000000 10.00000000000 0.5000000000 0.0005000000 
94 155.645687489373 1283.3908967395503 163.287124916308 3.7229051863 8.8216618985 0.1692699719 2.8853900818 0.2000000000 6.9314718056 29.97000000000 0.0300000000 0.0693147181 0.3465735903 216.187851877211 0.2164042561 1.2902606167 3.0573550364 0.0586645019 25.80521233377 61.14710072792 1.1732900381 10.78853694496 88.95787816313 11.31820102575 1.7266540767 1.8867637179 0.0590848711 1.0000000000 20.00000000000 2.0000000000 40.00000000000 2.0000000000 10.00000000000 0.5000000000 0.0005000000 
95 171.686938810283 1252.6360376064574 153.488377025592 4.1837670564 7.6890099150 0.1702043992 2.8853900818 0.2000000000 6.9314718056 29.97000000000 0.0300000000 0.0693147181 0.3465735903 216.187851877211 0.2164042561 1.4499831696 2.6648077720 0.0589883497 28.99966339242 53.29615543909 1.1797669941 11.90043175753 86.82611377347 10.63900357840 1.9359822063 1.5730356267 0.0605291210 1.0000000000 20.00000000000 2.0000000000 40.00000000000 2.0000000000 10.00000000000 0.5000000000 0.0005000000 
96 189.912400408697 1216.6311409403290 144.355788829847 4.6961546495 6.6426502678 0.1722491465 2.8853900818 0.2000000000 6.9314718056 29.97000000000 0.0300000000 0.0693147181 0.3465735903 216.187851877211 0.2164042561 1.6275631774 2.3021671523 0.0596970051 32.55126354803 46.04334304563 1.1939401027 13.16372448967 84.33044451242 10.00598080249 2.1670323156 1.3030601501 0.0623608317 1.0000000000 20.00000000000 2.0000000000 40.00000000000 2.0000000000 10.00000000000 0.5000000000 0.0005000000 
97 210.533643770150 1176.3487344543478 135.852358064772 5.2638440173 5.6933471399 0.1754451665 2.8853900818 0.2000000000 6.9314718056 29.97000000000 0.0300000000 0.0693147181 0.3465735903 216.187851877211 0.2164042561 1.8243093197 1.9731637590 0.0608046613 36.48618639497 39.46327517972 1.2160932253 14.59308015923 81.53828086423 9.4165678965 2.4209217739 1.0741504771 0.0646124776 1.0000000000 20.00000000000 2.0000000000 40.00000000000 2.0000000000 10.00000000000 0.5000000000 0.0005000000 
98 233.772689145576 1132.7529217253634 127.943787755403 5.8903528028 4.8458200859 0.1798332391 2.8853900818 0.2000000000 6.9314718056 29.97000000000 0.0300000000 0.0693147181 0.3465735903 216.187851877211 0.2164042561 2.0414407189 1.6794332650 0.0623254513 40.82881437791 33.58866530020 1.2465090263 16.20388803732 78.51644939650 8.8683875753 2.6985049069 0.8824849984 0.0673245978 1.0000000000 20.00000000000 2.0000000000 40.00000000000 2.0000000000 10.00000000000 0.5000000000 0.0005000000 
99 259.858727728091 1086.7508809220731 120.598383361697 6.5787310690 4.0997542024 0.1854614825 2.8853900818 0.2000000000 6.9314718056 29.97000000000 0.0300000000 0.0693147181 0.3465735903 216.187851877211 0.2164042561 2.2800144461 1.4208665332 0.0642760518 45.60028892119 28.41733066416 1.2855210369 18.01203444686 75.32783090822 8.3592429407 3.0002730985 0.7236841805 0.0705470031 1.0000000000 20.00000000000 2.0000000000 40.00000000000 2.0000000000 10.00000000000 0.5000000000 0.0005000000 
100 289.023834557272 1039.1710986589665 113.787024174067 7.3313424702 3.4511257707 0.1924149021 2.8853900818 0.2000000000 6.9314718056 29.97000000000 0.0300000000 0.0693147181 0.3465735903 216.187851877211 0.2164042561 2.5408496815 1.1960690488 0.0666859234 50.81699362916 23.92138097686 1.3337184687 20.03360560380 72.02985171548 7.8871154991 3.3262394417 0.5932480841 0.0743393794 1.0000000000 20.00000000000 2.0000000000 40.00000000000 2.0000000000 10.00000000000 0.5000000000 0.0005000000 
##CONCENTRATIONS
#t PX PY PZ X Y Z t_ave beta k_tl a_tr a0_tr kd_prot kd_mRNA alpha alpha0 Reaction1 Reaction2 Reaction3 Reaction4 Reaction5 Reaction6 Reaction7 Reaction8 Reaction9 Reaction10 Reaction11 Reaction12 cell eff n KM tau_mRNA tau_prot ps_a ps_0 


